LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,CARL E SOUTHWELL,MONICA D COOPER,ANTHONY M MISETICH,MICHAEL MITOMA,HAROLD WILLIAMS,
PALOS VERDES ESTATES,5050010A,1962.0,379.0,N,1008.0,TOTAL,402.0,22.0,15.0,73.0,34.0,126.0,
PALOS VERDES ESTATES,5050012A,1963.0,379.0,N,1255.0,POLLING PLACE,334.0,20.0,20.0,91.0,27.0,82.0,
PALOS VERDES ESTATES,5050012A,1963.0,379.0,N,,VBM PORTION,190.0,7.0,8.0,45.0,20.0,41.0,
PALOS VERDES ESTATES,5050012A,1963.0,379.0,N,1255.0,TOTAL,524.0,27.0,28.0,136.0,47.0,123.0,
PALOS VERDES ESTATES,5050014A,1964.0,379.0,N,1304.0,POLLING PLACE,321.0,26.0,14.0,79.0,25.0,78.0,
PALOS VERDES ESTATES,5050014A,1964.0,379.0,N,,VBM PORTION,207.0,14.0,8.0,56.0,21.0,58.0,
PALOS VERDES ESTATES,5050014A,1964.0,379.0,N,1304.0,TOTAL,528.0,40.0,22.0,135.0,46.0,136.0,
RANCHO PALOS VERDES,5530002A,2169.0,379.0,N,1300.0,POLLING PLACE,330.0,20.0,16.0,104.0,28.0,77.0,
RANCHO PALOS VERDES,5530002A,2169.0,379.0,N,,VBM PORTION,168.0,10.0,8.0,46.0,17.0,46.0,
RANCHO PALOS VERDES,5530002A,2169.0,379.0,N,1300.0,TOTAL,498.0,30.0,24.0,150.0,45.0,123.0,
RANCHO PALOS VERDES,5530003A,6194.0,395.0,Y,,POLLING PLACE,,,,,,,
RANCHO PALOS VERDES,5530003A,6194.0,395.0,Y,,VBM PORTION,,,,,,,
RANCHO PALOS VERDES,5530003A,6194.0,395.0,Y,,TOTAL,,,,,,,
RANCHO PALOS VERDES,5530006A,2170.0,379.0,N,701.0,POLLING PLACE,174.0,12.0,9.0,43.0,18.0,45.0,
RANCHO PALOS VERDES,5530006A,2170.0,379.0,N,,VBM PORTION,125.0,8.0,4.0,41.0,8.0,28.0,
RANCHO PALOS VERDES,5530006A,2170.0,379.0,N,701.0,TOTAL,299.0,20.0,13.0,84.0,26.0,73.0,
RANCHO PALOS VERDES,5530007A,2171.0,379.0,N,1044.0,POLLING PLACE,315.0,14.0,12.0,118.0,30.0,54.0,
RANCHO PALOS VERDES,5530007A,2171.0,379.0,N,,VBM PORTION,147.0,9.0,6.0,42.0,17.0,26.0,
RANCHO PALOS VERDES,5530007A,2171.0,379.0,N,1044.0,TOTAL,462.0,23.0,18.0,160.0,47.0,80.0,
RANCHO PALOS VERDES,5530009A,6195.0,395.0,Y,,POLLING PLACE,,,,,,,
RANCHO PALOS VERDES,5530009A,6195.0,395.0,Y,,VBM PORTION,,,,,,,
RANCHO PALOS VERDES,5530009A,6195.0,395.0,Y,,TOTAL,,,,,,,
RANCHO PALOS VERDES,5530013A,2172.0,379.0,N,987.0,POLLING PLACE,238.0,16.0,6.0,66.0,16.0,83.0,
RANCHO PALOS VERDES,5530013A,2172.0,379.0,N,,VBM PORTION,141.0,2.0,8.0,44.0,13.0,31.0,
RANCHO PALOS VERDES,5530013A,2172.0,379.0,N,987.0,TOTAL,379.0,18.0,14.0,110.0,29.0,114.0,
RANCHO PALOS VERDES,5530015A,2173.0,379.0,N,1111.0,POLLING PLACE,249.0,26.0,16.0,60.0,10.0,76.0,
RANCHO PALOS VERDES,5530015A,2173.0,379.0,N,,VBM PORTION,146.0,10.0,7.0,38.0,18.0,36.0,
RANCHO PALOS VERDES,5530015A,2173.0,379.0,N,1111.0,TOTAL,395.0,36.0,23.0,98.0,28.0,112.0,
RANCHO PALOS VERDES,5530016A,2174.0,379.0,N,1147.0,POLLING PLACE,251.0,18.0,13.0,71.0,27.0,47.0,
RANCHO PALOS VERDES,5530016A,2174.0,379.0,N,,VBM PORTION,197.0,7.0,7.0,71.0,9.0,44.0,
RANCHO PALOS VERDES,5530016A,2174.0,379.0,N,1147.0,TOTAL,448.0,25.0,20.0,142.0,36.0,91.0,
RANCHO PALOS VERDES,5530018B,2175.0,379.0,N,1151.0,POLLING PLACE,230.0,14.0,11.0,66.0,20.0,66.0,
RANCHO PALOS VERDES,5530018B,2175.0,379.0,N,,VBM PORTION,129.0,12.0,1.0,35.0,10.0,44.0,
RANCHO PALOS VERDES,5530018B,2175.0,379.0,N,1151.0,TOTAL,359.0,26.0,12.0,101.0,30.0,110.0,
RANCHO PALOS VERDES,5530021A,2176.0,379.0,N,1201.0,POLLING PLACE,299.0,19.0,17.0,87.0,27.0,83.0,
RANCHO PALOS VERDES,5530021A,2176.0,379.0,N,,VBM PORTION,139.0,7.0,3.0,50.0,15.0,26.0,
RANCHO PALOS VERDES,5530021A,2176.0,379.0,N,1201.0,TOTAL,438.0,26.0,20.0,137.0,42.0,109.0,
RANCHO PALOS VERDES,5530026A,2177.0,379.0,N,1556.0,POLLING PLACE,391.0,23.0,17.0,127.0,30.0,80.0,
RANCHO PALOS VERDES,5530026A,2177.0,379.0,N,,VBM PORTION,289.0,16.0,12.0,104.0,15.0,54.0,
RANCHO PALOS VERDES,5530026A,2177.0,379.0,N,1556.0,TOTAL,680.0,39.0,29.0,231.0,45.0,134.0,
RANCHO PALOS VERDES,5530027A,2178.0,379.0,N,1320.0,POLLING PLACE,284.0,22.0,10.0,92.0,22.0,60.0,
RANCHO PALOS VERDES,5530027A,2178.0,379.0,N,,VBM PORTION,224.0,9.0,10.0,60.0,21.0,60.0,
RANCHO PALOS VERDES,5530027A,2178.0,379.0,N,1320.0,TOTAL,508.0,31.0,20.0,152.0,43.0,120.0,
RANCHO PALOS VERDES,5530031A,2179.0,379.0,N,1211.0,POLLING PLACE,238.0,27.0,20.0,65.0,24.0,61.0,
RANCHO PALOS VERDES,5530031A,2179.0,379.0,N,,VBM PORTION,159.0,11.0,4.0,40.0,8.0,44.0,
RANCHO PALOS VERDES,5530031A,2179.0,379.0,N,1211.0,TOTAL,397.0,38.0,24.0,105.0,32.0,105.0,
RANCHO PALOS VERDES,5530032A,2180.0,379.0,N,1015.0,POLLING PLACE,212.0,14.0,10.0,64.0,18.0,53.0,
RANCHO PALOS VERDES,5530032A,2180.0,379.0,N,,VBM PORTION,164.0,13.0,13.0,36.0,11.0,37.0,
RANCHO PALOS VERDES,5530032A,2180.0,379.0,N,1015.0,TOTAL,376.0,27.0,23.0,100.0,29.0,90.0,
RANCHO PALOS VERDES,5530033A,2181.0,379.0,N,1147.0,POLLING PLACE,220.0,14.0,16.0,80.0,17.0,51.0,
RANCHO PALOS VERDES,5530033A,2181.0,379.0,N,,VBM PORTION,159.0,7.0,6.0,59.0,9.0,42.0,
RANCHO PALOS VERDES,5530033A,2181.0,379.0,N,1147.0,TOTAL,379.0,21.0,22.0,139.0,26.0,93.0,
RANCHO PALOS VERDES,5530036A,2182.0,379.0,N,1294.0,POLLING PLACE,273.0,27.0,14.0,89.0,18.0,47.0,
RANCHO PALOS VERDES,5530036A,2182.0,379.0,N,,VBM PORTION,189.0,7.0,4.0,80.0,9.0,39.0,
RANCHO PALOS VERDES,5530036A,2182.0,379.0,N,1294.0,TOTAL,462.0,34.0,18.0,169.0,27.0,86.0,
RANCHO PALOS VERDES,5530040A,2183.0,379.0,N,766.0,POLLING PLACE,228.0,12.0,10.0,92.0,12.0,51.0,
RANCHO PALOS VERDES,5530040A,2183.0,379.0,N,,VBM PORTION,89.0,5.0,5.0,39.0,5.0,11.0,
RANCHO PALOS VERDES,5530040A,2183.0,379.0,N,766.0,TOTAL,317.0,17.0,15.0,131.0,17.0,62.0,
RANCHO PALOS VERDES,5530041A,2184.0,379.0,N,1261.0,POLLING PLACE,263.0,12.0,9.0,98.0,28.0,60.0,
RANCHO PALOS VERDES,5530041A,2184.0,379.0,N,,VBM PORTION,248.0,8.0,6.0,136.0,6.0,39.0,
RANCHO PALOS VERDES,5530041A,2184.0,379.0,N,1261.0,TOTAL,511.0,20.0,15.0,234.0,34.0,99.0,
RANCHO PALOS VERDES,5530042A,2185.0,379.0,N,1190.0,POLLING PLACE,330.0,20.0,13.0,134.0,23.0,74.0,
RANCHO PALOS VERDES,5530042A,2185.0,379.0,N,,VBM PORTION,157.0,7.0,3.0,77.0,11.0,22.0,
RANCHO PALOS VERDES,5530042A,2185.0,379.0,N,1190.0,TOTAL,487.0,27.0,16.0,211.0,34.0,96.0,
RANCHO PALOS VERDES,5530048A,2186.0,379.0,N,1366.0,POLLING PLACE,300.0,13.0,5.0,145.0,20.0,59.0,
RANCHO PALOS VERDES,5530048A,2186.0,379.0,N,,VBM PORTION,263.0,15.0,5.0,127.0,12.0,49.0,
RANCHO PALOS VERDES,5530048A,2186.0,379.0,N,1366.0,TOTAL,563.0,28.0,10.0,272.0,32.0,108.0,
RANCHO PALOS VERDES,5530055A,2187.0,379.0,N,799.0,POLLING PLACE,194.0,11.0,5.0,61.0,16.0,52.0,
RANCHO PALOS VERDES,5530055A,2187.0,379.0,N,,VBM PORTION,112.0,8.0,,31.0,12.0,26.0,
RANCHO PALOS VERDES,5530055A,2187.0,379.0,N,799.0,TOTAL,306.0,19.0,5.0,92.0,28.0,78.0,
RANCHO PALOS VERDES,5530059A,2188.0,379.0,N,1111.0,POLLING PLACE,220.0,14.0,9.0,57.0,17.0,70.0,
RANCHO PALOS VERDES,5530059A,2188.0,379.0,N,,VBM PORTION,123.0,8.0,6.0,22.0,9.0,36.0,
RANCHO PALOS VERDES,5530059A,2188.0,379.0,N,1111.0,TOTAL,343.0,22.0,15.0,79.0,26.0,106.0,
RANCHO PALOS VERDES,5530080A,2189.0,379.0,N,712.0,POLLING PLACE,179.0,7.0,10.0,75.0,10.0,33.0,
RANCHO PALOS VERDES,5530080A,2189.0,379.0,N,,VBM PORTION,106.0,8.0,5.0,44.0,3.0,17.0,
RANCHO PALOS VERDES,5530080A,2189.0,379.0,N,712.0,TOTAL,285.0,15.0,15.0,119.0,13.0,50.0,
RANCHO PALOS VERDES,5530081B,2190.0,379.0,N,1015.0,POLLING PLACE,201.0,7.0,8.0,91.0,19.0,37.0,
RANCHO PALOS VERDES,5530081B,2190.0,379.0,N,,VBM PORTION,136.0,6.0,5.0,80.0,9.0,19.0,
RANCHO PALOS VERDES,5530081B,2190.0,379.0,N,1015.0,TOTAL,337.0,13.0,13.0,171.0,28.0,56.0,
RANCHO PALOS VERDES,5530082A,2191.0,379.0,N,811.0,POLLING PLACE,171.0,9.0,10.0,54.0,12.0,45.0,
RANCHO PALOS VERDES,5530082A,2191.0,379.0,N,,VBM PORTION,98.0,3.0,5.0,40.0,6.0,18.0,
RANCHO PALOS VERDES,5530082A,2191.0,379.0,N,811.0,TOTAL,269.0,12.0,15.0,94.0,18.0,63.0,
RANCHO PALOS VERDES,5530085A,2192.0,379.0,N,888.0,POLLING PLACE,206.0,15.0,20.0,73.0,18.0,41.0,
RANCHO PALOS VERDES,5530085A,2192.0,379.0,N,,VBM PORTION,106.0,9.0,3.0,49.0,7.0,18.0,
RANCHO PALOS VERDES,5530085A,2192.0,379.0,N,888.0,TOTAL,312.0,24.0,23.0,122.0,25.0,59.0,
RANCHO PALOS VERDES,5530086A,2193.0,379.0,N,802.0,POLLING PLACE,191.0,18.0,11.0,55.0,16.0,49.0,
RANCHO PALOS VERDES,5530086A,2193.0,379.0,N,,VBM PORTION,82.0,3.0,4.0,28.0,8.0,22.0,
RANCHO PALOS VERDES,5530086A,2193.0,379.0,N,802.0,TOTAL,273.0,21.0,15.0,83.0,24.0,71.0,
ROLLING HILLS,5700001A,2233.0,379.0,N,747.0,POLLING PLACE,211.0,16.0,8.0,55.0,25.0,43.0,
ROLLING HILLS,5700001A,2233.0,379.0,N,,VBM PORTION,92.0,1.0,4.0,32.0,7.0,13.0,
ROLLING HILLS,5700001A,2233.0,379.0,N,747.0,TOTAL,303.0,17.0,12.0,87.0,32.0,56.0,
ROLLING HILLS,5700002A,2234.0,379.0,N,684.0,POLLING PLACE,213.0,5.0,8.0,55.0,21.0,57.0,
ROLLING HILLS,5700002A,2234.0,379.0,N,,VBM PORTION,89.0,1.0,5.0,22.0,3.0,22.0,
ROLLING HILLS,5700002A,2234.0,379.0,N,684.0,TOTAL,302.0,6.0,13.0,77.0,24.0,79.0,
ROLLING HILLS ESTATES,5730001A,2235.0,379.0,N,620.0,POLLING PLACE,170.0,14.0,9.0,47.0,10.0,50.0,
ROLLING HILLS ESTATES,5730001A,2235.0,379.0,N,,VBM PORTION,85.0,5.0,5.0,16.0,8.0,16.0,
ROLLING HILLS ESTATES,5730001A,2235.0,379.0,N,620.0,TOTAL,255.0,19.0,14.0,63.0,18.0,66.0,
ROLLING HILLS ESTATES,5730003A,2236.0,379.0,N,887.0,POLLING PLACE,255.0,14.0,16.0,60.0,27.0,65.0,
ROLLING HILLS ESTATES,5730003A,2236.0,379.0,N,,VBM PORTION,94.0,6.0,2.0,28.0,3.0,22.0,
ROLLING HILLS ESTATES,5730003A,2236.0,379.0,N,887.0,TOTAL,349.0,20.0,18.0,88.0,30.0,87.0,
ROLLING HILLS ESTATES,5730005A,2237.0,379.0,N,1228.0,POLLING PLACE,314.0,29.0,13.0,78.0,31.0,77.0,
ROLLING HILLS ESTATES,5730005A,2237.0,379.0,N,,VBM PORTION,201.0,18.0,7.0,57.0,12.0,46.0,
ROLLING HILLS ESTATES,5730005A,2237.0,379.0,N,1228.0,TOTAL,515.0,47.0,20.0,135.0,43.0,123.0,
ROLLING HILLS ESTATES,5730007A,2238.0,379.0,N,993.0,POLLING PLACE,298.0,25.0,13.0,78.0,27.0,56.0,
ROLLING HILLS ESTATES,5730007A,2238.0,379.0,N,,VBM PORTION,116.0,7.0,4.0,34.0,9.0,32.0,
ROLLING HILLS ESTATES,5730007A,2238.0,379.0,N,993.0,TOTAL,414.0,32.0,17.0,112.0,36.0,88.0,
ROLLING HILLS ESTATES,5730011A,2239.0,379.0,N,789.0,POLLING PLACE,207.0,22.0,16.0,49.0,12.0,55.0,
ROLLING HILLS ESTATES,5730011A,2239.0,379.0,N,,VBM PORTION,111.0,10.0,6.0,25.0,5.0,20.0,
ROLLING HILLS ESTATES,5730011A,2239.0,379.0,N,789.0,TOTAL,318.0,32.0,22.0,74.0,17.0,75.0,
ROLLING HILLS ESTATES,5730013A,2240.0,379.0,N,1095.0,POLLING PLACE,228.0,18.0,11.0,63.0,21.0,49.0,
ROLLING HILLS ESTATES,5730013A,2240.0,379.0,N,,VBM PORTION,178.0,12.0,7.0,44.0,21.0,36.0,
ROLLING HILLS ESTATES,5730013A,2240.0,379.0,N,1095.0,TOTAL,406.0,30.0,18.0,107.0,42.0,85.0,
WEST CARSON,7680001A,6260.0,362.0,Y,25.0,POLLING PLACE,,,,,,,
WEST CARSON,7680001A,6260.0,362.0,Y,,VBM PORTION,1.0,,,,,,
WEST CARSON,7680001A,6260.0,362.0,Y,25.0,TOTAL,1.0,,,,,,
WEST CARSON,7680002A,2817.0,387.0,N,1077.0,POLLING PLACE,111.0,8.0,23.0,12.0,11.0,30.0,
WEST CARSON,7680002A,2817.0,387.0,N,,VBM PORTION,78.0,11.0,9.0,7.0,9.0,20.0,
WEST CARSON,7680002A,2817.0,387.0,N,1077.0,TOTAL,189.0,19.0,32.0,19.0,20.0,50.0,
WEST CARSON,7680006A,6261.0,362.0,Y,1.0,POLLING PLACE,,,,,,,
WEST CARSON,7680006A,6261.0,362.0,Y,,VBM PORTION,,,,,,,
WEST CARSON,7680006A,6261.0,362.0,Y,1.0,TOTAL,,,,,,,
WEST COMPTON,7690006A,2831.0,372.0,N,784.0,POLLING PLACE,123.0,15.0,38.0,10.0,4.0,31.0,
WEST COMPTON,7690006A,2831.0,372.0,N,,VBM PORTION,41.0,4.0,5.0,5.0,4.0,17.0,
WEST COMPTON,7690006A,2831.0,372.0,N,784.0,TOTAL,164.0,19.0,43.0,15.0,8.0,48.0,
LOS ANGELES,9002452A,6297.0,379.0,Y,,POLLING PLACE,,,,,,,
LOS ANGELES,9002452A,6297.0,379.0,Y,,VBM PORTION,,,,,,,
LOS ANGELES,9002452A,6297.0,379.0,Y,,TOTAL,,,,,,,
LOS ANGELES,9002630A,4239.0,373.0,N,400.0,POLLING PLACE,45.0,2.0,8.0,5.0,3.0,15.0,
LOS ANGELES,9002630A,4239.0,373.0,N,,VBM PORTION,28.0,2.0,2.0,3.0,,12.0,
LOS ANGELES,9002630A,4239.0,373.0,N,400.0,TOTAL,73.0,4.0,10.0,8.0,3.0,27.0,
LOS ANGELES,9002688A,4254.0,395.0,N,1141.0,POLLING PLACE,240.0,12.0,11.0,80.0,22.0,65.0,
LOS ANGELES,9002688A,4254.0,395.0,N,,VBM PORTION,148.0,9.0,9.0,51.0,8.0,35.0,
LOS ANGELES,9002688A,4254.0,395.0,N,1141.0,TOTAL,388.0,21.0,20.0,131.0,30.0,100.0,
LOS ANGELES,9002689A,4255.0,395.0,N,824.0,POLLING PLACE,171.0,8.0,15.0,53.0,11.0,36.0,
LOS ANGELES,9002689A,4255.0,395.0,N,,VBM PORTION,181.0,3.0,10.0,68.0,9.0,39.0,
LOS ANGELES,9002689A,4255.0,395.0,N,824.0,TOTAL,352.0,11.0,25.0,121.0,20.0,75.0,
LOS ANGELES,9003458C,6336.0,395.0,Y,,POLLING PLACE,,,,,,,
LOS ANGELES,9003458C,6336.0,395.0,Y,,VBM PORTION,,,,,,,
LOS ANGELES,9003458C,6336.0,395.0,Y,,TOTAL,,,,,,,
LOS ANGELES,9006348A,4545.0,390.0,N,903.0,POLLING PLACE,185.0,14.0,12.0,53.0,7.0,62.0,
LOS ANGELES,9006348A,4545.0,390.0,N,,VBM PORTION,106.0,3.0,6.0,37.0,10.0,27.0,
LOS ANGELES,9006348A,4545.0,390.0,N,903.0,TOTAL,291.0,17.0,18.0,90.0,17.0,89.0,
LOS ANGELES,9006350A,4546.0,390.0,N,916.0,POLLING PLACE,189.0,16.0,17.0,53.0,12.0,46.0,
LOS ANGELES,9006350A,4546.0,390.0,N,,VBM PORTION,112.0,9.0,7.0,29.0,11.0,19.0,
LOS ANGELES,9006350A,4546.0,390.0,N,916.0,TOTAL,301.0,25.0,24.0,82.0,23.0,65.0,
LOS ANGELES,9006359B,6340.0,395.0,Y,,POLLING PLACE,,,,,,,
LOS ANGELES,9006359B,6340.0,395.0,Y,,VBM PORTION,,,,,,,
LOS ANGELES,9006359B,6340.0,395.0,Y,,TOTAL,,,,,,,
LOS ANGELES,9006361B,6341.0,390.0,Y,,POLLING PLACE,,,,,,,
LOS ANGELES,9006361B,6341.0,390.0,Y,,VBM PORTION,,,,,,,
LOS ANGELES,9006361B,6341.0,390.0,Y,,TOTAL,,,,,,,
LOS ANGELES,9006380A,4556.0,395.0,N,504.0,POLLING PLACE,78.0,7.0,8.0,14.0,4.0,28.0,
LOS ANGELES,9006380A,4556.0,395.0,N,,VBM PORTION,48.0,4.0,8.0,4.0,3.0,17.0,
LOS ANGELES,9006380A,4556.0,395.0,N,504.0,TOTAL,126.0,11.0,16.0,18.0,7.0,45.0,
LOS ANGELES,9006398A,4561.0,395.0,N,963.0,POLLING PLACE,220.0,16.0,13.0,77.0,14.0,42.0,
LOS ANGELES,9006398A,4561.0,395.0,N,,VBM PORTION,145.0,9.0,3.0,60.0,12.0,38.0,
LOS ANGELES,9006398A,4561.0,395.0,N,963.0,TOTAL,365.0,25.0,16.0,137.0,26.0,80.0,
BALLOT GROUP 362,9990362A,8362.0,362.0,N,,POLLING PLACE,,,,,,,
BALLOT GROUP 362,9990362A,8362.0,362.0,N,,VBM PORTION,,,,,,,
BALLOT GROUP 362,9990362A,8362.0,362.0,N,,TOTAL,,,,,,,
BALLOT GROUP 367,9990367A,8367.0,367.0,N,,POLLING PLACE,,,,,,,
BALLOT GROUP 367,9990367A,8367.0,367.0,N,,VBM PORTION,,,,,,,
BALLOT GROUP 367,9990367A,8367.0,367.0,N,,TOTAL,,,,,,,
BALLOT GROUP 372,9990372A,8372.0,372.0,N,,POLLING PLACE,,,,,,,
BALLOT GROUP 372,9990372A,8372.0,372.0,N,,VBM PORTION,,,,,,,
BALLOT GROUP 372,9990372A,8372.0,372.0,N,,TOTAL,,,,,,,
BALLOT GROUP 373,9990373A,8373.0,373.0,N,,POLLING PLACE,,,,,,,
BALLOT GROUP 373,9990373A,8373.0,373.0,N,,VBM PORTION,,,,,,,
BALLOT GROUP 373,9990373A,8373.0,373.0,N,,TOTAL,,,,,,,
BALLOT GROUP 379,9990379A,8379.0,379.0,N,,POLLING PLACE,,,,,,,
BALLOT GROUP 379,9990379A,8379.0,379.0,N,,VBM PORTION,,,,,,,
BALLOT GROUP 379,9990379A,8379.0,379.0,N,,TOTAL,,,,,,,
BALLOT GROUP 380,9990380A,8380.0,380.0,N,,POLLING PLACE,,,,,,,
BALLOT GROUP 380,9990380A,8380.0,380.0,N,,VBM PORTION,,,,,,,
BALLOT GROUP 380,9990380A,8380.0,380.0,N,,TOTAL,,,,,,,
BALLOT GROUP 383,9990383A,8383.0,383.0,N,,POLLING PLACE,,,,,,,
BALLOT GROUP 383,9990383A,8383.0,383.0,N,,VBM PORTION,,,,,,,
BALLOT GROUP 383,9990383A,8383.0,383.0,N,,TOTAL,,,,,,,
BALLOT GROUP 387,9990387A,8387.0,387.0,N,,POLLING PLACE,,,,,,,
BALLOT GROUP 387,9990387A,8387.0,387.0,N,,VBM PORTION,,,,,,,
BALLOT GROUP 387,9990387A,8387.0,387.0,N,,TOTAL,,,,,,,
BALLOT GROUP 390,9990390A,8390.0,390.0,N,,POLLING PLACE,,,,,,,
BALLOT GROUP 390,9990390A,8390.0,390.0,N,,VBM PORTION,,,,,,,
BALLOT GROUP 390,9990390A,8390.0,390.0,N,,TOTAL,,,,,,,
BALLOT GROUP 395,9990395A,8395.0,395.0,N,,POLLING PLACE,,,,,,,
BALLOT GROUP 395,9990395A,8395.0,395.0,N,,VBM PORTION,,,,,,,
BALLOT GROUP 395,9990395A,8395.0,395.0,N,,TOTAL,,,,,,,
