LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,MARK S REED,PABLO KLEINMAN,MICHAEL W POWELSON,BRAD SHERMAN,MARC LITCHMAN
LOS ANGELES,9006405C,4534,56,N,1221,TOTAL,149,20,16,3,93,8
LOS ANGELES,9006410A,4535,57,N,1130,POLLING PLACE,65,7,10,0,32,6
LOS ANGELES,9006410A,4535,57,N,0,VBM PORTION,89,20,11,4,45,2
LOS ANGELES,9006410A,4535,57,N,1130,TOTAL,154,27,21,4,77,8
LOS ANGELES,9006416B,6221,57,Y,302,POLLING PLACE,0,0,0,0,0,0
LOS ANGELES,9006416B,6221,57,Y,0,VBM PORTION,78,25,8,4,36,3
LOS ANGELES,9006416B,6221,57,Y,302,TOTAL,78,25,8,4,36,3
LOS ANGELES,9006419A,4536,57,N,1105,POLLING PLACE,173,35,42,4,73,7
LOS ANGELES,9006419A,4536,57,N,0,VBM PORTION,118,40,14,1,46,6
LOS ANGELES,9006419A,4536,57,N,1105,TOTAL,291,75,56,5,119,13
LOS ANGELES,9006421A,4537,57,N,905,POLLING PLACE,138,29,26,3,67,4
LOS ANGELES,9006421A,4537,57,N,0,VBM PORTION,85,21,9,1,45,3
LOS ANGELES,9006421A,4537,57,N,905,TOTAL,223,50,35,4,112,7
LOS ANGELES,9006427A,4538,56,N,1337,POLLING PLACE,122,18,8,4,77,6
LOS ANGELES,9006427A,4538,56,N,0,VBM PORTION,112,19,9,2,67,5
LOS ANGELES,9006427A,4538,56,N,1337,TOTAL,234,37,17,6,144,11
LOS ANGELES,9006428A,4539,56,N,1214,POLLING PLACE,69,14,4,2,36,0
LOS ANGELES,9006428A,4539,56,N,0,VBM PORTION,104,15,6,3,70,2
LOS ANGELES,9006428A,4539,56,N,1214,TOTAL,173,29,10,5,106,2
LOS ANGELES,9006429B,4540,56,N,1293,POLLING PLACE,99,22,6,5,58,3
LOS ANGELES,9006429B,4540,56,N,0,VBM PORTION,99,22,15,3,54,0
LOS ANGELES,9006429B,4540,56,N,1293,TOTAL,198,44,21,8,112,3
LOS ANGELES,9006432B,4541,56,N,1283,POLLING PLACE,131,23,20,2,73,4
LOS ANGELES,9006432B,4541,56,N,0,VBM PORTION,122,29,18,2,56,5
LOS ANGELES,9006432B,4541,56,N,1283,TOTAL,253,52,38,4,129,9
LOS ANGELES,9006438A,4542,56,N,1300,POLLING PLACE,78,11,5,3,50,8
LOS ANGELES,9006438A,4542,56,N,0,VBM PORTION,61,13,5,4,33,4
LOS ANGELES,9006438A,4542,56,N,1300,TOTAL,139,24,10,7,83,12
LOS ANGELES,9006440A,4543,56,N,1420,POLLING PLACE,123,21,10,5,79,2
LOS ANGELES,9006440A,4543,56,N,0,VBM PORTION,88,14,9,2,54,5
LOS ANGELES,9006440A,4543,56,N,1420,TOTAL,211,35,19,7,133,7
LOS ANGELES,9006441B,4544,56,N,1489,POLLING PLACE,87,22,8,1,46,3
LOS ANGELES,9006441B,4544,56,N,0,VBM PORTION,94,13,10,5,57,4
LOS ANGELES,9006441B,4544,56,N,1489,TOTAL,181,35,18,6,103,7
LOS ANGELES,9006444A,4545,56,N,1475,POLLING PLACE,117,20,17,4,63,6
LOS ANGELES,9006444A,4545,56,N,0,VBM PORTION,125,11,19,5,79,6
LOS ANGELES,9006444A,4545,56,N,1475,TOTAL,242,31,36,9,142,12
LOS ANGELES,9006447A,4546,57,N,1215,POLLING PLACE,127,39,16,4,53,8
LOS ANGELES,9006447A,4546,57,N,0,VBM PORTION,128,37,14,2,60,4
LOS ANGELES,9006447A,4546,57,N,1215,TOTAL,255,76,30,6,113,12
LOS ANGELES,9006450A,4547,56,N,1211,POLLING PLACE,89,22,17,2,34,3
LOS ANGELES,9006450A,4547,56,N,0,VBM PORTION,108,23,18,6,53,3
LOS ANGELES,9006450A,4547,56,N,1211,TOTAL,197,45,35,8,87,6
LOS ANGELES,9006452A,4548,56,N,989,POLLING PLACE,113,25,18,3,53,5
LOS ANGELES,9006452A,4548,56,N,0,VBM PORTION,119,39,19,2,53,1
LOS ANGELES,9006452A,4548,56,N,989,TOTAL,232,64,37,5,106,6
LOS ANGELES,9006453A,4549,56,N,1167,POLLING PLACE,138,35,13,5,75,3
LOS ANGELES,9006453A,4549,56,N,0,VBM PORTION,145,34,25,6,73,1
LOS ANGELES,9006453A,4549,56,N,1167,TOTAL,283,69,38,11,148,4
LOS ANGELES,9006462A,4550,56,N,1066,POLLING PLACE,66,7,6,0,47,4
LOS ANGELES,9006462A,4550,56,N,0,VBM PORTION,66,7,1,4,47,3
LOS ANGELES,9006462A,4550,56,N,1066,TOTAL,132,14,7,4,94,7
LOS ANGELES,9006463B,4551,56,N,1165,POLLING PLACE,111,28,9,4,57,7
LOS ANGELES,9006463B,4551,56,N,0,VBM PORTION,111,16,12,10,60,6
LOS ANGELES,9006463B,4551,56,N,1165,TOTAL,222,44,21,14,117,13
LOS ANGELES,9006468C,4552,56,N,1068,POLLING PLACE,114,22,14,3,62,7
LOS ANGELES,9006468C,4552,56,N,0,VBM PORTION,115,18,14,8,54,10
LOS ANGELES,9006468C,4552,56,N,1068,TOTAL,229,40,28,11,116,17
LOS ANGELES,9006471A,4553,56,N,869,POLLING PLACE,70,18,12,2,27,2
LOS ANGELES,9006471A,4553,56,N,0,VBM PORTION,109,16,19,7,56,6
LOS ANGELES,9006471A,4553,56,N,869,TOTAL,179,34,31,9,83,8
LOS ANGELES,9006473A,4554,56,N,1333,POLLING PLACE,85,15,13,1,47,4
LOS ANGELES,9006473A,4554,56,N,0,VBM PORTION,153,29,21,2,88,8
LOS ANGELES,9006473A,4554,56,N,1333,TOTAL,238,44,34,3,135,12
LOS ANGELES,9006482A,4555,56,N,1126,POLLING PLACE,139,40,21,5,52,15
LOS ANGELES,9006482A,4555,56,N,0,VBM PORTION,130,34,10,1,70,7
LOS ANGELES,9006482A,4555,56,N,1126,TOTAL,269,74,31,6,122,22
LOS ANGELES,9006483A,4556,56,N,1155,POLLING PLACE,142,39,23,8,63,3
LOS ANGELES,9006483A,4556,56,N,0,VBM PORTION,130,28,22,5,61,6
LOS ANGELES,9006483A,4556,56,N,1155,TOTAL,272,67,45,13,124,9
LOS ANGELES,9006487B,4557,56,N,1170,POLLING PLACE,167,42,20,4,88,4
LOS ANGELES,9006487B,4557,56,N,0,VBM PORTION,132,31,19,2,62,6
LOS ANGELES,9006487B,4557,56,N,1170,TOTAL,299,73,39,6,150,10
LOS ANGELES,9006490A,4558,56,N,1354,POLLING PLACE,127,37,16,7,58,4
LOS ANGELES,9006490A,4558,56,N,0,VBM PORTION,137,31,17,9,69,2
LOS ANGELES,9006490A,4558,56,N,1354,TOTAL,264,68,33,16,127,6
LOS ANGELES,9006492A,4559,56,N,1033,POLLING PLACE,131,41,18,8,50,5
LOS ANGELES,9006492A,4559,56,N,0,VBM PORTION,115,21,18,1,62,3
LOS ANGELES,9006492A,4559,56,N,1033,TOTAL,246,62,36,9,112,8
LOS ANGELES,9006495A,4560,56,N,1371,POLLING PLACE,157,32,29,3,85,0
LOS ANGELES,9006495A,4560,56,N,0,VBM PORTION,186,37,32,7,88,6
LOS ANGELES,9006495A,4560,56,N,1371,TOTAL,343,69,61,10,173,6
LOS ANGELES,9006500A,4561,56,N,1337,POLLING PLACE,123,23,17,1,73,3
LOS ANGELES,9006500A,4561,56,N,0,VBM PORTION,193,30,22,8,122,7
LOS ANGELES,9006500A,4561,56,N,1337,TOTAL,316,53,39,9,195,10
LOS ANGELES,9006602A,4562,56,N,894,POLLING PLACE,110,26,20,3,52,5
LOS ANGELES,9006602A,4562,56,N,0,VBM PORTION,94,25,14,1,34,8
LOS ANGELES,9006602A,4562,56,N,894,TOTAL,204,51,34,4,86,13
LOS ANGELES,9006606C,4563,56,N,956,POLLING PLACE,112,26,18,3,55,3
LOS ANGELES,9006606C,4563,56,N,0,VBM PORTION,122,29,16,7,60,5
LOS ANGELES,9006606C,4563,56,N,956,TOTAL,234,55,34,10,115,8
LOS ANGELES,9006611A,4564,56,N,1206,POLLING PLACE,91,22,10,0,46,6
LOS ANGELES,9006611A,4564,56,N,0,VBM PORTION,116,16,15,2,59,18
LOS ANGELES,9006611A,4564,56,N,1206,TOTAL,207,38,25,2,105,24
LOS ANGELES,9006614A,4565,56,N,1334,POLLING PLACE,113,25,14,6,56,11
LOS ANGELES,9006614A,4565,56,N,0,VBM PORTION,114,18,9,0,72,9
LOS ANGELES,9006614A,4565,56,N,1334,TOTAL,227,43,23,6,128,20
LOS ANGELES,9006615A,4566,56,N,862,POLLING PLACE,74,10,5,1,51,2
LOS ANGELES,9006615A,4566,56,N,0,VBM PORTION,103,13,14,5,65,3
LOS ANGELES,9006615A,4566,56,N,862,TOTAL,177,23,19,6,116,5
LOS ANGELES,9006618B,4567,56,N,1228,POLLING PLACE,199,37,18,8,122,6
LOS ANGELES,9006618B,4567,56,N,0,VBM PORTION,145,19,32,5,77,5
LOS ANGELES,9006618B,4567,56,N,1228,TOTAL,344,56,50,13,199,11
LOS ANGELES,9006620A,4568,56,N,1189,POLLING PLACE,114,28,12,3,63,2
LOS ANGELES,9006620A,4568,56,N,0,VBM PORTION,119,15,12,5,76,4
LOS ANGELES,9006620A,4568,56,N,1189,TOTAL,233,43,24,8,139,6
LOS ANGELES,9006623C,4569,56,N,1276,POLLING PLACE,101,21,14,1,47,4
LOS ANGELES,9006623C,4569,56,N,0,VBM PORTION,124,15,24,3,68,9
LOS ANGELES,9006623C,4569,56,N,1276,TOTAL,225,36,38,4,115,13
LOS ANGELES,9006624A,4570,56,N,1252,POLLING PLACE,149,33,7,8,81,13
LOS ANGELES,9006624A,4570,56,N,0,VBM PORTION,123,12,24,4,73,5
LOS ANGELES,9006624A,4570,56,N,1252,TOTAL,272,45,31,12,154,18
LOS ANGELES,9006626A,4571,56,N,986,POLLING PLACE,79,17,10,0,44,5
LOS ANGELES,9006626A,4571,56,N,0,VBM PORTION,85,13,8,3,54,0
LOS ANGELES,9006626A,4571,56,N,986,TOTAL,164,30,18,3,98,5
LOS ANGELES,9006627B,4572,56,N,626,POLLING PLACE,59,8,10,0,34,3
LOS ANGELES,9006627B,4572,56,N,0,VBM PORTION,61,15,9,1,32,2
LOS ANGELES,9006627B,4572,56,N,626,TOTAL,120,23,19,1,66,5
LOS ANGELES,9006632C,4573,56,N,1166,POLLING PLACE,84,7,14,4,46,8
LOS ANGELES,9006632C,4573,56,N,0,VBM PORTION,134,28,20,6,69,2
LOS ANGELES,9006632C,4573,56,N,1166,TOTAL,218,35,34,10,115,10
LOS ANGELES,9006651A,4574,56,N,1375,POLLING PLACE,137,23,17,4,76,9
LOS ANGELES,9006651A,4574,56,N,0,VBM PORTION,145,34,18,1,80,4
LOS ANGELES,9006651A,4574,56,N,1375,TOTAL,282,57,35,5,156,13
LOS ANGELES,9006652A,4575,56,N,1206,POLLING PLACE,116,13,12,1,73,8
LOS ANGELES,9006652A,4575,56,N,0,VBM PORTION,158,17,30,3,96,6
LOS ANGELES,9006652A,4575,56,N,1206,TOTAL,274,30,42,4,169,14
LOS ANGELES,9006656A,4576,56,N,1351,POLLING PLACE,168,22,12,2,110,7
LOS ANGELES,9006656A,4576,56,N,0,VBM PORTION,196,15,27,0,119,14
LOS ANGELES,9006656A,4576,56,N,1351,TOTAL,364,37,39,2,229,21
LOS ANGELES,9006660B,4577,56,N,1005,POLLING PLACE,112,17,15,1,68,4
LOS ANGELES,9006660B,4577,56,N,0,VBM PORTION,168,24,16,5,93,16
LOS ANGELES,9006660B,4577,56,N,1005,TOTAL,280,41,31,6,161,20
LOS ANGELES,9006666A,4578,56,N,1202,POLLING PLACE,140,15,19,3,90,8
LOS ANGELES,9006666A,4578,56,N,0,VBM PORTION,151,18,12,4,103,6
LOS ANGELES,9006666A,4578,56,N,1202,TOTAL,291,33,31,7,193,14
LOS ANGELES,9006667A,4579,56,N,1115,POLLING PLACE,94,8,9,1,69,2
LOS ANGELES,9006667A,4579,56,N,0,VBM PORTION,181,22,19,2,120,4
LOS ANGELES,9006667A,4579,56,N,1115,TOTAL,275,30,28,3,189,6
LOS ANGELES,9007131A,4584,63,N,1266,POLLING PLACE,150,15,6,4,101,14
LOS ANGELES,9007131A,4584,63,N,0,VBM PORTION,132,19,8,5,84,8
LOS ANGELES,9007131A,4584,63,N,1266,TOTAL,282,34,14,9,185,22
LOS ANGELES,9007674A,4608,56,N,1033,POLLING PLACE,125,13,16,2,84,2
LOS ANGELES,9007674A,4608,56,N,0,VBM PORTION,168,21,29,1,109,3
LOS ANGELES,9007674A,4608,56,N,1033,TOTAL,293,34,45,3,193,5
LOS ANGELES,9007774A,4617,9,N,1004,POLLING PLACE,134,52,13,3,60,1
LOS ANGELES,9007774A,4617,9,N,0,VBM PORTION,116,29,13,2,65,0
LOS ANGELES,9007774A,4617,9,N,1004,TOTAL,250,81,26,5,125,1
LOS ANGELES,9007781A,4618,9,N,968,POLLING PLACE,111,36,8,3,55,4
LOS ANGELES,9007781A,4618,9,N,0,VBM PORTION,107,21,23,2,49,6
LOS ANGELES,9007781A,4618,9,N,968,TOTAL,218,57,31,5,104,10
LOS ANGELES,9007782A,4619,14,N,1271,POLLING PLACE,65,13,6,3,29,3
LOS ANGELES,9007782A,4619,14,N,0,VBM PORTION,97,19,20,2,43,4
LOS ANGELES,9007782A,4619,14,N,1271,TOTAL,162,32,26,5,72,7
LOS ANGELES,9007790B,4621,9,N,1377,POLLING PLACE,122,40,9,2,60,7
LOS ANGELES,9007790B,4621,9,N,0,VBM PORTION,121,37,11,3,56,6
LOS ANGELES,9007790B,4621,9,N,1377,TOTAL,243,77,20,5,116,13
LOS ANGELES,9007794A,4622,9,N,1218,POLLING PLACE,85,23,5,1,48,3
LOS ANGELES,9007794A,4622,9,N,0,VBM PORTION,47,15,0,0,27,2
LOS ANGELES,9007794A,4622,9,N,1218,TOTAL,132,38,5,1,75,5
LOS ANGELES,9007807A,4624,52,N,1268,POLLING PLACE,121,31,11,5,62,5
LOS ANGELES,9007807A,4624,52,N,0,VBM PORTION,99,16,5,3,58,9
LOS ANGELES,9007807A,4624,52,N,1268,TOTAL,220,47,16,8,120,14
LOS ANGELES,9007825B,4625,50,N,1298,POLLING PLACE,184,28,18,0,117,9
LOS ANGELES,9007825B,4625,50,N,0,VBM PORTION,196,42,36,1,102,7
LOS ANGELES,9007825B,4625,50,N,1298,TOTAL,380,70,54,1,219,16
LOS ANGELES,9007833A,4626,12,N,878,POLLING PLACE,118,33,12,1,58,4
LOS ANGELES,9007833A,4626,12,N,0,VBM PORTION,105,29,8,2,50,4
LOS ANGELES,9007833A,4626,12,N,878,TOTAL,223,62,20,3,108,8
LOS ANGELES,9007838A,4627,12,N,1097,POLLING PLACE,146,32,20,4,69,5
LOS ANGELES,9007838A,4627,12,N,0,VBM PORTION,128,19,28,7,59,1
LOS ANGELES,9007838A,4627,12,N,1097,TOTAL,274,51,48,11,128,6
LOS ANGELES,9007843A,4628,56,N,1267,POLLING PLACE,162,24,18,4,101,7
LOS ANGELES,9007843A,4628,56,N,0,VBM PORTION,102,28,16,1,51,2
LOS ANGELES,9007843A,4628,56,N,1267,TOTAL,264,52,34,5,152,9
LOS ANGELES,9007847A,4629,52,N,1375,POLLING PLACE,94,19,6,2,60,1
LOS ANGELES,9007847A,4629,52,N,0,VBM PORTION,100,18,13,4,57,3
LOS ANGELES,9007847A,4629,52,N,1375,TOTAL,194,37,19,6,117,4
LOS ANGELES,9007852A,4630,50,N,1246,POLLING PLACE,98,22,13,5,50,4
LOS ANGELES,9007852A,4630,50,N,0,VBM PORTION,115,21,19,1,61,6
LOS ANGELES,9007852A,4630,50,N,1246,TOTAL,213,43,32,6,111,10
LOS ANGELES,9007857B,4631,56,N,519,POLLING PLACE,50,10,6,3,29,0
LOS ANGELES,9007857B,4631,56,N,0,VBM PORTION,40,5,5,2,25,1
LOS ANGELES,9007857B,4631,56,N,519,TOTAL,90,15,11,5,54,1
LOS ANGELES,9007864A,4632,56,N,1521,POLLING PLACE,70,8,7,3,45,1
LOS ANGELES,9007864A,4632,56,N,0,VBM PORTION,80,13,2,5,50,5
LOS ANGELES,9007864A,4632,56,N,1521,TOTAL,150,21,9,8,95,6
LOS ANGELES,9007883A,4633,56,N,1082,POLLING PLACE,83,24,11,0,36,2
LOS ANGELES,9007883A,4633,56,N,0,VBM PORTION,81,14,13,5,42,3
LOS ANGELES,9007883A,4633,56,N,1082,TOTAL,164,38,24,5,78,5
LOS ANGELES,9007886A,4634,56,N,1334,POLLING PLACE,93,16,10,2,58,2
LOS ANGELES,9007886A,4634,56,N,0,VBM PORTION,85,10,13,7,44,8
LOS ANGELES,9007886A,4634,56,N,1334,TOTAL,178,26,23,9,102,10
LOS ANGELES,9007888A,4635,56,N,1064,POLLING PLACE,79,20,6,4,39,1
LOS ANGELES,9007888A,4635,56,N,0,VBM PORTION,47,12,7,1,21,2
LOS ANGELES,9007888A,4635,56,N,1064,TOTAL,126,32,13,5,60,3
LOS ANGELES,9007900A,4636,56,N,1158,POLLING PLACE,70,18,12,1,34,2
LOS ANGELES,9007900A,4636,56,N,0,VBM PORTION,97,14,15,0,58,8
LOS ANGELES,9007900A,4636,56,N,1158,TOTAL,167,32,27,1,92,10
LOS ANGELES,9007902A,4637,56,N,1232,POLLING PLACE,94,14,8,5,52,2
LOS ANGELES,9007902A,4637,56,N,0,VBM PORTION,121,20,22,4,62,9
LOS ANGELES,9007902A,4637,56,N,1232,TOTAL,215,34,30,9,114,11
LOS ANGELES,9007913A,4638,56,N,1301,POLLING PLACE,101,24,10,1,59,3
LOS ANGELES,9007913A,4638,56,N,0,VBM PORTION,160,37,23,5,78,3
LOS ANGELES,9007913A,4638,56,N,1301,TOTAL,261,61,33,6,137,6
LOS ANGELES,9007927A,4639,56,N,853,POLLING PLACE,104,25,15,1,50,5
LOS ANGELES,9007927A,4639,56,N,0,VBM PORTION,109,13,16,2,59,8
LOS ANGELES,9007927A,4639,56,N,853,TOTAL,213,38,31,3,109,13
LOS ANGELES,9007928A,4640,56,N,1349,POLLING PLACE,130,23,26,0,66,5
LOS ANGELES,9007928A,4640,56,N,0,VBM PORTION,173,33,33,2,93,3
LOS ANGELES,9007928A,4640,56,N,1349,TOTAL,303,56,59,2,159,8
LOS ANGELES,9007935A,4641,56,N,1173,POLLING PLACE,114,27,27,0,54,4
LOS ANGELES,9007935A,4641,56,N,0,VBM PORTION,178,36,24,3,93,12
LOS ANGELES,9007935A,4641,56,N,1173,TOTAL,292,63,51,3,147,16
LOS ANGELES,9007939A,4642,56,N,1008,POLLING PLACE,70,18,11,0,35,1
LOS ANGELES,9007939A,4642,56,N,0,VBM PORTION,164,24,25,3,97,5
LOS ANGELES,9007939A,4642,56,N,1008,TOTAL,234,42,36,3,132,6
LOS ANGELES,9007947B,4643,56,N,1079,POLLING PLACE,91,19,14,2,46,4
LOS ANGELES,9007947B,4643,56,N,0,VBM PORTION,81,21,10,2,41,2
LOS ANGELES,9007947B,4643,56,N,1079,TOTAL,172,40,24,4,87,6
LOS ANGELES,9007954B,4644,56,N,891,POLLING PLACE,100,14,7,3,60,7
LOS ANGELES,9007954B,4644,56,N,0,VBM PORTION,113,18,18,1,66,8
LOS ANGELES,9007954B,4644,56,N,891,TOTAL,213,32,25,4,126,15
LOS ANGELES,9007971A,4645,56,N,1385,POLLING PLACE,142,17,12,1,94,11
LOS ANGELES,9007971A,4645,56,N,0,VBM PORTION,235,34,31,1,136,17
LOS ANGELES,9007971A,4645,56,N,1385,TOTAL,377,51,43,2,230,28
LOS ANGELES,9007975B,4646,56,N,963,POLLING PLACE,87,20,12,0,47,2
LOS ANGELES,9007975B,4646,56,N,0,VBM PORTION,135,26,22,2,71,6
LOS ANGELES,9007975B,4646,56,N,963,TOTAL,222,46,34,2,118,8
LOS ANGELES,9007985A,4647,56,N,1053,POLLING PLACE,95,7,20,3,52,10
LOS ANGELES,9007985A,4647,56,N,0,VBM PORTION,150,16,21,3,88,8
LOS ANGELES,9007985A,4647,56,N,1053,TOTAL,245,23,41,6,140,18
BALLOT GROUP 8,9990008A,8008,8,N,0,POLLING PLACE,0,0,0,0,0,0
BALLOT GROUP 8,9990008A,8008,8,N,0,VBM PORTION,0,0,0,0,0,0
BALLOT GROUP 8,9990008A,8008,8,N,0,TOTAL,0,0,0,0,0,0
BALLOT GROUP 9,9990009A,8009,9,N,0,POLLING PLACE,0,0,0,0,0,0
BALLOT GROUP 9,9990009A,8009,9,N,0,VBM PORTION,6,1,0,0,1,0
BALLOT GROUP 9,9990009A,8009,9,N,0,TOTAL,3,1,0,0,1,0
BALLOT GROUP 12,9990012A,8012,12,N,0,POLLING PLACE,0,0,0,0,0,0
BALLOT GROUP 12,9990012A,8012,12,N,0,VBM PORTION,0,0,0,0,0,0
BALLOT GROUP 12,9990012A,8012,12,N,0,TOTAL,0,0,0,0,0,0
BALLOT GROUP 14,9990014A,8014,14,N,0,POLLING PLACE,0,0,0,0,0,0
BALLOT GROUP 14,9990014A,8014,14,N,0,VBM PORTION,4,1,0,0,1,0
BALLOT GROUP 14,9990014A,8014,14,N,0,TOTAL,2,1,0,0,1,0
BALLOT GROUP 17,9990017A,8017,17,N,0,POLLING PLACE,0,0,0,0,0,0
BALLOT GROUP 17,9990017A,8017,17,N,0,VBM PORTION,0,0,0,0,0,0
BALLOT GROUP 17,9990017A,8017,17,N,0,TOTAL,0,0,0,0,0,0
BALLOT GROUP 18,9990018A,8018,18,N,0,POLLING PLACE,0,0,0,0,0,0
BALLOT GROUP 18,9990018A,8018,18,N,0,VBM PORTION,2,0,0,0,0,0
BALLOT GROUP 18,9990018A,8018,18,N,0,TOTAL,1,0,0,0,0,0
BALLOT GROUP 37,9990037A,8037,37,N,0,POLLING PLACE,0,0,0,0,0,0
BALLOT GROUP 37,9990037A,8037,37,N,0,VBM PORTION,2,0,0,0,1,0
BALLOT GROUP 37,9990037A,8037,37,N,0,TOTAL,1,0,0,0,1,0
BALLOT GROUP 48,9990048A,8048,48,N,0,POLLING PLACE,0,0,0,0,0,0
BALLOT GROUP 48,9990048A,8048,48,N,0,VBM PORTION,0,0,0,0,0,0
BALLOT GROUP 48,9990048A,8048,48,N,0,TOTAL,0,0,0,0,0,0
BALLOT GROUP 50,9990050A,8050,50,N,0,POLLING PLACE,0,0,0,0,0,0
BALLOT GROUP 50,9990050A,8050,50,N,0,VBM PORTION,0,0,0,0,0,0
BALLOT GROUP 50,9990050A,8050,50,N,0,TOTAL,0,0,0,0,0,0
BALLOT GROUP 51,9990051A,8051,51,N,0,POLLING PLACE,0,0,0,0,0,0
BALLOT GROUP 51,9990051A,8051,51,N,0,VBM PORTION,0,0,0,0,0,0
BALLOT GROUP 51,9990051A,8051,51,N,0,TOTAL,0,0,0,0,0,0
BALLOT GROUP 52,9990052A,8052,52,N,0,POLLING PLACE,0,0,0,0,0,0
BALLOT GROUP 52,9990052A,8052,52,N,0,VBM PORTION,0,0,0,0,0,0
BALLOT GROUP 52,9990052A,8052,52,N,0,TOTAL,0,0,0,0,0,0
BALLOT GROUP 53,9990053A,8053,53,N,0,POLLING PLACE,0,0,0,0,0,0
BALLOT GROUP 53,9990053A,8053,53,N,0,VBM PORTION,0,0,0,0,0,0
BALLOT GROUP 53,9990053A,8053,53,N,0,TOTAL,0,0,0,0,0,0
BALLOT GROUP 54,9990054A,8054,54,N,0,POLLING PLACE,0,0,0,0,0,0
BALLOT GROUP 54,9990054A,8054,54,N,0,VBM PORTION,0,0,0,0,0,0
BALLOT GROUP 54,9990054A,8054,54,N,0,TOTAL,0,0,0,0,0,0
BALLOT GROUP 56,9990056A,8056,56,N,0,POLLING PLACE,0,0,0,0,0,0
BALLOT GROUP 56,9990056A,8056,56,N,0,VBM PORTION,6,1,0,0,1,1
BALLOT GROUP 56,9990056A,8056,56,N,0,TOTAL,3,1,0,0,1,1
BALLOT GROUP 57,9990057A,8057,57,N,0,POLLING PLACE,0,0,0,0,0,0
BALLOT GROUP 57,9990057A,8057,57,N,0,VBM PORTION,4,0,0,0,2,0
BALLOT GROUP 57,9990057A,8057,57,N,0,TOTAL,2,0,0,0,2,0
BALLOT GROUP 61,9990061A,8061,61,N,0,POLLING PLACE,0,0,0,0,0,0
BALLOT GROUP 61,9990061A,8061,61,N,0,VBM PORTION,0,0,0,0,0,0
BALLOT GROUP 61,9990061A,8061,61,N,0,TOTAL,0,0,0,0,0,0
BALLOT GROUP 63,9990063A,8063,63,N,0,POLLING PLACE,0,0,0,0,0,0
BALLOT GROUP 63,9990063A,8063,63,N,0,VBM PORTION,0,0,0,0,0,0
BALLOT GROUP 63,9990063A,8063,63,N,0,TOTAL,0,0,0,0,0,0
BALLOT GROUP 64,9990064A,8064,64,N,0,POLLING PLACE,0,0,0,0,0,0
BALLOT GROUP 64,9990064A,8064,64,N,0,VBM PORTION,0,0,0,0,0,0
BALLOT GROUP 64,9990064A,8064,64,N,0,TOTAL,0,0,0,0,0,0
