LOCATION,PRECINCT,SERIAL,BALLOT GROUP,VOTE BY MAIL ONLY,REGISTRATION,TYPE,BALLOTS CAST,MIKE MEZA,ROGER HERNANDEZ,JOE M GARDNER
EL MONTE,2100014A,800,66,N,730,TOTAL,46,6,24,14
EL MONTE,2100019B,805,66,N,774,POLLING PLACE,69,9,43,6
EL MONTE,2100019B,805,66,N,0,VBM PORTION,42,0,24,9
EL MONTE,2100019B,805,66,N,774,TOTAL,111,9,67,15
EL MONTE,2100021A,806,66,N,1168,POLLING PLACE,90,8,60,14
EL MONTE,2100021A,806,66,N,0,VBM PORTION,60,5,33,17
EL MONTE,2100021A,806,66,N,1168,TOTAL,150,13,93,31
EL MONTE,2100027A,808,66,N,1060,POLLING PLACE,40,1,35,4
EL MONTE,2100027A,808,66,N,0,VBM PORTION,50,1,31,13
EL MONTE,2100027A,808,66,N,1060,TOTAL,90,2,66,17
EL MONTE,2100029A,809,66,N,715,POLLING PLACE,43,2,28,8
EL MONTE,2100029A,809,66,N,0,VBM PORTION,30,2,22,4
EL MONTE,2100029A,809,66,N,715,TOTAL,73,4,50,12
EL MONTE,2100033A,810,66,N,954,POLLING PLACE,48,7,27,10
EL MONTE,2100033A,810,66,N,0,VBM PORTION,43,5,24,10
EL MONTE,2100033A,810,66,N,954,TOTAL,91,12,51,20
EL MONTE,2100034A,811,66,N,968,POLLING PLACE,29,7,16,6
EL MONTE,2100034A,811,66,N,0,VBM PORTION,40,4,16,17
EL MONTE,2100034A,811,66,N,968,TOTAL,69,11,32,23
EL MONTE,2100119A,826,66,N,1063,POLLING PLACE,89,7,63,10
EL MONTE,2100119A,826,66,N,0,VBM PORTION,51,2,25,17
EL MONTE,2100119A,826,66,N,1063,TOTAL,140,9,88,27
EL MONTE,2100120B,827,66,N,1204,POLLING PLACE,89,12,56,11
EL MONTE,2100120B,827,66,N,0,VBM PORTION,46,9,25,10
EL MONTE,2100120B,827,66,N,1204,TOTAL,135,21,81,21
EL MONTE,2100121A,828,66,N,806,POLLING PLACE,58,5,33,13
EL MONTE,2100121A,828,66,N,0,VBM PORTION,39,5,22,4
EL MONTE,2100121A,828,66,N,806,TOTAL,97,10,55,17
EL MONTE,2100122B,829,66,N,779,POLLING PLACE,58,3,39,11
EL MONTE,2100122B,829,66,N,0,VBM PORTION,16,1,11,4
EL MONTE,2100122B,829,66,N,779,TOTAL,74,4,50,15
EL MONTE,2100125A,830,66,N,500,POLLING PLACE,27,0,22,4
EL MONTE,2100125A,830,66,N,0,VBM PORTION,8,0,4,2
EL MONTE,2100125A,830,66,N,500,TOTAL,35,0,26,6
EL MONTE,2100126A,831,66,N,1053,POLLING PLACE,95,4,68,17
EL MONTE,2100126A,831,66,N,0,VBM PORTION,41,2,28,8
EL MONTE,2100126A,831,66,N,1053,TOTAL,136,6,96,25
GLENDORA,2600001A,979,69,N,972,POLLING PLACE,105,9,24,60
GLENDORA,2600001A,979,69,N,0,VBM PORTION,111,6,31,64
GLENDORA,2600001A,979,69,N,972,TOTAL,216,15,55,124
GLENDORA,2600002A,980,69,N,1232,POLLING PLACE,129,8,39,67
GLENDORA,2600002A,980,69,N,0,VBM PORTION,100,12,32,43
GLENDORA,2600002A,980,69,N,1232,TOTAL,229,20,71,110
GLENDORA,2600007C,6057,69,Y,6,POLLING PLACE,0,0,0,0
GLENDORA,2600007C,6057,69,Y,0,VBM PORTION,0,0,0,0
GLENDORA,2600007C,6057,69,Y,6,TOTAL,0,0,0,0
GLENDORA,2600008A,981,69,N,1322,POLLING PLACE,172,16,31,120
GLENDORA,2600008A,981,69,N,0,VBM PORTION,150,15,37,76
GLENDORA,2600008A,981,69,N,1322,TOTAL,322,31,68,196
GLENDORA,2600009A,982,69,N,1191,POLLING PLACE,136,6,28,95
GLENDORA,2600009A,982,69,N,0,VBM PORTION,149,16,26,87
GLENDORA,2600009A,982,69,N,1191,TOTAL,285,22,54,182
GLENDORA,2600010A,983,69,N,1232,POLLING PLACE,152,8,32,99
GLENDORA,2600010A,983,69,N,0,VBM PORTION,96,11,26,52
GLENDORA,2600010A,983,69,N,1232,TOTAL,248,19,58,151
GLENDORA,2600011A,984,69,N,1180,POLLING PLACE,66,8,15,37
GLENDORA,2600011A,984,69,N,0,VBM PORTION,71,9,26,28
GLENDORA,2600011A,984,69,N,1180,TOTAL,137,17,41,65
GLENDORA,2600016A,985,69,N,989,POLLING PLACE,71,8,23,34
GLENDORA,2600016A,985,69,N,0,VBM PORTION,85,7,31,42
GLENDORA,2600016A,985,69,N,989,TOTAL,156,15,54,76
GLENDORA,2600018B,986,69,N,795,POLLING PLACE,84,7,21,47
GLENDORA,2600018B,986,69,N,0,VBM PORTION,105,5,23,72
GLENDORA,2600018B,986,69,N,795,TOTAL,189,12,44,119
GLENDORA,2600019A,987,69,N,671,POLLING PLACE,68,2,19,41
GLENDORA,2600019A,987,69,N,0,VBM PORTION,77,8,21,43
GLENDORA,2600019A,987,69,N,671,TOTAL,145,10,40,84
GLENDORA,2600022A,988,69,N,1283,POLLING PLACE,86,13,26,41
GLENDORA,2600022A,988,69,N,0,VBM PORTION,68,7,21,35
GLENDORA,2600022A,988,69,N,1283,TOTAL,154,20,47,76
GLENDORA,2600023A,989,69,N,647,POLLING PLACE,59,6,16,35
GLENDORA,2600023A,989,69,N,0,VBM PORTION,64,3,9,47
GLENDORA,2600023A,989,69,N,647,TOTAL,123,9,25,82
GLENDORA,2600025B,990,70,N,830,POLLING PLACE,89,11,31,42
GLENDORA,2600025B,990,70,N,0,VBM PORTION,68,9,16,32
GLENDORA,2600025B,990,70,N,830,TOTAL,157,20,47,74
GLENDORA,2600026A,991,70,N,846,POLLING PLACE,69,6,17,40
GLENDORA,2600026A,991,70,N,0,VBM PORTION,78,9,21,42
GLENDORA,2600026A,991,70,N,846,TOTAL,147,15,38,82
GLENDORA,2600027A,992,70,N,868,POLLING PLACE,67,7,24,28
GLENDORA,2600027A,992,70,N,0,VBM PORTION,53,3,23,27
GLENDORA,2600027A,992,70,N,868,TOTAL,120,10,47,55
GLENDORA,2600028A,993,70,N,995,POLLING PLACE,92,9,37,39
GLENDORA,2600028A,993,70,N,0,VBM PORTION,63,5,25,24
GLENDORA,2600028A,993,70,N,995,TOTAL,155,14,62,63
GLENDORA,2600034A,994,70,N,579,POLLING PLACE,46,9,14,22
GLENDORA,2600034A,994,70,N,0,VBM PORTION,38,2,16,16
GLENDORA,2600034A,994,70,N,579,TOTAL,84,11,30,38
GLENDORA,2600040A,995,70,N,870,POLLING PLACE,88,7,23,50
GLENDORA,2600040A,995,70,N,0,VBM PORTION,81,15,18,42
GLENDORA,2600040A,995,70,N,870,TOTAL,169,22,41,92
GLENDORA,2600058A,996,69,N,1295,POLLING PLACE,130,11,26,85
GLENDORA,2600058A,996,69,N,0,VBM PORTION,155,11,54,71
GLENDORA,2600058A,996,69,N,1295,TOTAL,285,22,80,156
GLENDORA,2600059A,997,69,N,1009,POLLING PLACE,88,7,18,58
GLENDORA,2600059A,997,69,N,0,VBM PORTION,105,8,22,58
GLENDORA,2600059A,997,69,N,1009,TOTAL,193,15,40,116
GLENDORA,2600061A,998,70,N,1019,POLLING PLACE,75,7,27,38
GLENDORA,2600061A,998,70,N,0,VBM PORTION,94,11,35,33
GLENDORA,2600061A,998,70,N,1019,TOTAL,169,18,62,71
GLENDORA,2600062A,999,69,N,1274,POLLING PLACE,111,10,19,72
GLENDORA,2600062A,999,69,N,0,VBM PORTION,177,13,42,103
GLENDORA,2600062A,999,69,N,1274,TOTAL,288,23,61,175
GLENDORA,2600063A,1000,69,N,1205,POLLING PLACE,128,11,26,83
GLENDORA,2600063A,1000,69,N,0,VBM PORTION,169,12,30,113
GLENDORA,2600063A,1000,69,N,1205,TOTAL,297,23,56,196
GLENDORA,2600064A,1001,69,N,1286,POLLING PLACE,131,9,41,66
GLENDORA,2600064A,1001,69,N,0,VBM PORTION,97,8,20,60
GLENDORA,2600064A,1001,69,N,1286,TOTAL,228,17,61,126
GLENDORA,2600067A,1002,70,N,1074,POLLING PLACE,83,6,19,52
GLENDORA,2600067A,1002,70,N,0,VBM PORTION,74,7,23,40
GLENDORA,2600067A,1002,70,N,1074,TOTAL,157,13,42,92
GLENDORA,2600096A,1003,69,N,556,POLLING PLACE,27,1,16,6
GLENDORA,2600096A,1003,69,N,0,VBM PORTION,38,1,14,21
GLENDORA,2600096A,1003,69,N,556,TOTAL,65,2,30,27
GLENDORA,2600096B,1004,69,N,858,POLLING PLACE,92,6,28,51
GLENDORA,2600096B,1004,69,N,0,VBM PORTION,92,6,34,45
GLENDORA,2600096B,1004,69,N,858,TOTAL,184,12,62,96
GLENDORA,2600097A,1005,70,N,1271,POLLING PLACE,73,8,31,31
GLENDORA,2600097A,1005,70,N,0,VBM PORTION,73,4,35,33
GLENDORA,2600097A,1005,70,N,1271,TOTAL,146,12,66,64
GLENDORA,2600098A,1006,69,N,739,POLLING PLACE,47,8,14,25
GLENDORA,2600098A,1006,69,N,0,VBM PORTION,70,12,16,39
GLENDORA,2600098A,1006,69,N,739,TOTAL,117,20,30,64
GLENDORA,2600104A,1007,69,N,1196,POLLING PLACE,133,8,35,77
GLENDORA,2600104A,1007,69,N,0,VBM PORTION,162,2,18,126
GLENDORA,2600104A,1007,69,N,1196,TOTAL,295,10,53,203
GLENDORA,2600106A,1008,69,N,1219,POLLING PLACE,86,7,36,35
GLENDORA,2600106A,1008,69,N,0,VBM PORTION,108,4,50,43
GLENDORA,2600106A,1008,69,N,1219,TOTAL,194,11,86,78
GLENDORA,2600108A,1009,69,N,832,POLLING PLACE,81,6,18,53
GLENDORA,2600108A,1009,69,N,0,VBM PORTION,49,5,12,29
GLENDORA,2600108A,1009,69,N,832,TOTAL,130,11,30,82
INDUSTRY,2930015A,6068,66,Y,0,POLLING PLACE,0,0,0,0
INDUSTRY,2930015A,6068,66,Y,0,VBM PORTION,0,0,0,0
INDUSTRY,2930015A,6068,66,Y,0,TOTAL,0,0,0,0
IRWINDALE,3000003A,1166,66,N,765,POLLING PLACE,75,13,35,18
IRWINDALE,3000003A,1166,66,N,0,VBM PORTION,48,8,29,10
IRWINDALE,3000003A,1166,66,N,765,TOTAL,123,21,64,28
IRWINDALE,3000004A,6075,66,Y,174,POLLING PLACE,0,0,0,0
IRWINDALE,3000004A,6075,66,Y,0,VBM PORTION,11,0,9,1
IRWINDALE,3000004A,6075,66,Y,174,TOTAL,11,0,9,1
MONROVIA,4400019A,6113,70,Y,163,POLLING PLACE,0,0,0,0
MONROVIA,4400019A,6113,70,Y,0,VBM PORTION,25,3,11,6
MONROVIA,4400019A,6113,70,Y,163,TOTAL,25,3,11,6
RAMONA,5500007A,2155,66,N,494,POLLING PLACE,41,2,23,12
RAMONA,5500007A,2155,66,N,0,VBM PORTION,25,3,9,7
RAMONA,5500007A,2155,66,N,494,TOTAL,66,5,32,19
RAMONA,5500011A,2156,68,N,696,POLLING PLACE,54,8,25,18
RAMONA,5500011A,2156,68,N,0,VBM PORTION,35,3,10,20
RAMONA,5500011A,2156,68,N,696,TOTAL,89,11,35,38
RAMONA,5500098A,2157,66,N,1168,POLLING PLACE,75,6,42,23
RAMONA,5500098A,2157,66,N,0,VBM PORTION,41,6,22,12
RAMONA,5500098A,2157,66,N,1168,TOTAL,116,12,64,35
RAMONA,5500099A,2158,66,N,1062,POLLING PLACE,84,10,33,37
RAMONA,5500099A,2158,66,N,0,VBM PORTION,73,10,35,19
RAMONA,5500099A,2158,66,N,1062,TOTAL,157,20,68,56
RAMONA,5500100A,2159,68,N,1000,POLLING PLACE,64,2,40,19
RAMONA,5500100A,2159,68,N,0,VBM PORTION,40,2,18,14
RAMONA,5500100A,2159,68,N,1000,TOTAL,104,4,58,33
RAMONA,5500102A,2160,68,N,799,POLLING PLACE,66,7,33,23
RAMONA,5500102A,2160,68,N,0,VBM PORTION,49,8,15,20
RAMONA,5500102A,2160,68,N,799,TOTAL,115,15,48,43
RAMONA,5500105A,2161,68,N,778,POLLING PLACE,72,12,20,40
RAMONA,5500105A,2161,68,N,0,VBM PORTION,80,9,22,39
RAMONA,5500105A,2161,68,N,778,TOTAL,152,21,42,79
ROYAL OAKS,5900001A,2279,69,N,229,POLLING PLACE,75,1,23,37
ROYAL OAKS,5900001A,2279,69,N,0,VBM PORTION,61,0,9,43
ROYAL OAKS,5900001A,2279,69,N,229,TOTAL,136,1,32,80
VALINDA,7410010A,2738,66,N,856,POLLING PLACE,35,3,22,9
VALINDA,7410010A,2738,66,N,0,VBM PORTION,31,4,21,1
VALINDA,7410010A,2738,66,N,856,TOTAL,66,7,43,10
VALINDA,7410011B,2739,66,N,1032,POLLING PLACE,71,10,39,21
VALINDA,7410011B,2739,66,N,0,VBM PORTION,46,7,24,14
VALINDA,7410011B,2739,66,N,1032,TOTAL,117,17,63,35
VALINDA,7410015A,2740,66,N,1117,POLLING PLACE,65,5,47,7
VALINDA,7410015A,2740,66,N,0,VBM PORTION,57,3,42,6
VALINDA,7410015A,2740,66,N,1117,TOTAL,122,8,89,13
VALINDA,7410016A,2741,66,N,994,POLLING PLACE,79,6,58,12
VALINDA,7410016A,2741,66,N,0,VBM PORTION,49,0,29,17
VALINDA,7410016A,2741,66,N,994,TOTAL,128,6,87,29
VALINDA,7410017A,2742,66,N,1120,POLLING PLACE,60,5,38,10
VALINDA,7410017A,2742,66,N,0,VBM PORTION,50,3,26,18
VALINDA,7410017A,2742,66,N,1120,TOTAL,110,8,64,28
VALINDA,7410020A,2743,66,N,1098,POLLING PLACE,65,8,35,17
VALINDA,7410020A,2743,66,N,0,VBM PORTION,34,3,20,7
VALINDA,7410020A,2743,66,N,1098,TOTAL,99,11,55,24
VALINDA,7410025A,2744,66,N,1140,POLLING PLACE,73,9,44,10
VALINDA,7410025A,2744,66,N,0,VBM PORTION,63,11,36,12
VALINDA,7410025A,2744,66,N,1140,TOTAL,136,20,80,22
VALINDA,7410027A,2745,66,N,778,POLLING PLACE,37,3,25,6
VALINDA,7410027A,2745,66,N,0,VBM PORTION,28,0,19,8
VALINDA,7410027A,2745,66,N,778,TOTAL,65,3,44,14
VALINDA,7410029A,2746,66,N,1192,POLLING PLACE,61,5,31,21
VALINDA,7410029A,2746,66,N,0,VBM PORTION,64,5,36,17
VALINDA,7410029A,2746,66,N,1192,TOTAL,125,10,67,38
VALINDA,7410086B,2747,66,N,668,POLLING PLACE,47,3,38,6
VALINDA,7410086B,2747,66,N,0,VBM PORTION,23,6,13,3
VALINDA,7410086B,2747,66,N,668,TOTAL,70,9,51,9
VALINDA,7410130A,2748,66,N,1045,POLLING PLACE,78,4,53,11
VALINDA,7410130A,2748,66,N,0,VBM PORTION,48,5,34,9
VALINDA,7410130A,2748,66,N,1045,TOTAL,126,9,87,20
VALINDA,7410150A,2749,66,N,1147,POLLING PLACE,55,3,22,26
VALINDA,7410150A,2749,66,N,0,VBM PORTION,43,2,25,14
VALINDA,7410150A,2749,66,N,1147,TOTAL,98,5,47,40
VALINDA,7410154A,2750,66,N,642,POLLING PLACE,31,1,19,11
VALINDA,7410154A,2750,66,N,0,VBM PORTION,35,2,20,11
VALINDA,7410154A,2750,66,N,642,TOTAL,66,3,39,22
VALINDA,7410154B,2751,66,N,1193,POLLING PLACE,68,3,40,14
VALINDA,7410154B,2751,66,N,0,VBM PORTION,37,6,12,14
VALINDA,7410154B,2751,66,N,1193,TOTAL,105,9,52,28
WEST COVINA,7700001A,2820,66,N,1085,POLLING PLACE,77,9,44,21
WEST COVINA,7700001A,2820,66,N,0,VBM PORTION,72,10,36,21
WEST COVINA,7700001A,2820,66,N,1085,TOTAL,149,19,80,42
WEST COVINA,7700002A,2821,66,N,908,POLLING PLACE,43,6,12,22
WEST COVINA,7700002A,2821,66,N,0,VBM PORTION,49,5,19,22
WEST COVINA,7700002A,2821,66,N,908,TOTAL,92,11,31,44
WEST COVINA,7700003A,2822,66,N,983,POLLING PLACE,51,6,28,14
WEST COVINA,7700003A,2822,66,N,0,VBM PORTION,51,4,22,15
WEST COVINA,7700003A,2822,66,N,983,TOTAL,102,10,50,29
WEST COVINA,7700004A,2823,66,N,1046,POLLING PLACE,81,11,24,41
WEST COVINA,7700004A,2823,66,N,0,VBM PORTION,76,7,39,28
WEST COVINA,7700004A,2823,66,N,1046,TOTAL,157,18,63,69
WEST COVINA,7700008A,2824,66,N,570,POLLING PLACE,44,8,21,11
WEST COVINA,7700008A,2824,66,N,0,VBM PORTION,30,6,13,8
WEST COVINA,7700008A,2824,66,N,570,TOTAL,74,14,34,19
WEST COVINA,7700008B,2825,66,N,1170,POLLING PLACE,62,5,26,25
WEST COVINA,7700008B,2825,66,N,0,VBM PORTION,104,6,51,41
WEST COVINA,7700008B,2825,66,N,1170,TOTAL,166,11,77,66
WEST COVINA,7700011A,2826,66,N,988,POLLING PLACE,99,7,48,37
WEST COVINA,7700011A,2826,66,N,0,VBM PORTION,62,11,23,21
WEST COVINA,7700011A,2826,66,N,988,TOTAL,161,18,71,58
WEST COVINA,7700012A,2827,66,N,945,POLLING PLACE,70,7,34,25
WEST COVINA,7700012A,2827,66,N,0,VBM PORTION,65,6,35,19
WEST COVINA,7700012A,2827,66,N,945,TOTAL,135,13,69,44
WEST COVINA,7700012C,2828,66,N,1054,POLLING PLACE,86,6,33,37
WEST COVINA,7700012C,2828,66,N,0,VBM PORTION,84,8,41,26
WEST COVINA,7700012C,2828,66,N,1054,TOTAL,170,14,74,63
WEST COVINA,7700014B,2829,66,N,1195,POLLING PLACE,54,5,36,10
WEST COVINA,7700014B,2829,66,N,0,VBM PORTION,78,5,45,21
WEST COVINA,7700014B,2829,66,N,1195,TOTAL,132,10,81,31
WEST COVINA,7700015B,2830,66,N,966,POLLING PLACE,78,6,35,30
WEST COVINA,7700015B,2830,66,N,0,VBM PORTION,74,10,28,29
WEST COVINA,7700015B,2830,66,N,966,TOTAL,152,16,63,59
WEST COVINA,7700016A,2831,66,N,1270,POLLING PLACE,91,9,52,24
WEST COVINA,7700016A,2831,66,N,0,VBM PORTION,102,7,62,22
WEST COVINA,7700016A,2831,66,N,1270,TOTAL,193,16,114,46
WEST COVINA,7700019B,2832,66,N,762,POLLING PLACE,57,5,27,17
WEST COVINA,7700019B,2832,66,N,0,VBM PORTION,60,5,10,33
WEST COVINA,7700019B,2832,66,N,762,TOTAL,117,10,37,50
WEST COVINA,7700020C,2833,66,N,899,POLLING PLACE,81,6,16,48
WEST COVINA,7700020C,2833,66,N,0,VBM PORTION,104,16,44,37
WEST COVINA,7700020C,2833,66,N,899,TOTAL,185,22,60,85
WEST COVINA,7700022A,2835,66,N,1254,POLLING PLACE,94,4,41,41
WEST COVINA,7700022A,2835,66,N,0,VBM PORTION,100,5,50,39
WEST COVINA,7700022A,2835,66,N,1254,TOTAL,194,9,91,80
WEST COVINA,7700024A,2836,66,N,806,POLLING PLACE,88,10,38,33
WEST COVINA,7700024A,2836,66,N,0,VBM PORTION,67,9,27,24
WEST COVINA,7700024A,2836,66,N,806,TOTAL,155,19,65,57
WEST COVINA,7700024B,2837,66,N,705,POLLING PLACE,64,13,26,23
WEST COVINA,7700024B,2837,66,N,0,VBM PORTION,47,8,10,20
WEST COVINA,7700024B,2837,66,N,705,TOTAL,111,21,36,43
WEST COVINA,7700026A,2838,66,N,1211,POLLING PLACE,114,16,38,50
WEST COVINA,7700026A,2838,66,N,0,VBM PORTION,123,15,61,33
WEST COVINA,7700026A,2838,66,N,1211,TOTAL,237,31,99,83
WEST COVINA,7700027A,2839,66,N,979,POLLING PLACE,65,10,23,29
WEST COVINA,7700027A,2839,66,N,0,VBM PORTION,121,18,42,46
WEST COVINA,7700027A,2839,66,N,979,TOTAL,186,28,65,75
WEST COVINA,7700028A,2840,66,N,794,POLLING PLACE,62,10,31,20
WEST COVINA,7700028A,2840,66,N,0,VBM PORTION,30,4,17,6
WEST COVINA,7700028A,2840,66,N,794,TOTAL,92,14,48,26
WEST COVINA,7700031A,2841,66,N,1003,POLLING PLACE,77,8,25,36
WEST COVINA,7700031A,2841,66,N,0,VBM PORTION,56,5,30,17
WEST COVINA,7700031A,2841,66,N,1003,TOTAL,133,13,55,53
WEST COVINA,7700033A,2842,66,N,1301,POLLING PLACE,80,11,31,31
WEST COVINA,7700033A,2842,66,N,0,VBM PORTION,80,5,27,43
WEST COVINA,7700033A,2842,66,N,1301,TOTAL,160,16,58,74
WEST COVINA,7700037A,2843,66,N,1080,POLLING PLACE,78,13,48,16
WEST COVINA,7700037A,2843,66,N,0,VBM PORTION,80,13,43,21
WEST COVINA,7700037A,2843,66,N,1080,TOTAL,158,26,91,37
WEST COVINA,7700038A,2844,66,N,1108,POLLING PLACE,56,6,33,15
WEST COVINA,7700038A,2844,66,N,0,VBM PORTION,68,5,39,20
WEST COVINA,7700038A,2844,66,N,1108,TOTAL,124,11,72,35
WEST COVINA,7700039A,2845,66,N,884,POLLING PLACE,64,5,29,23
WEST COVINA,7700039A,2845,66,N,0,VBM PORTION,61,9,20,24
WEST COVINA,7700039A,2845,66,N,884,TOTAL,125,14,49,47
WEST COVINA,7700040A,2846,66,N,1309,POLLING PLACE,95,14,40,33
WEST COVINA,7700040A,2846,66,N,0,VBM PORTION,69,12,26,22
WEST COVINA,7700040A,2846,66,N,1309,TOTAL,164,26,66,55
WEST COVINA,7700140A,2858,66,N,975,POLLING PLACE,65,9,34,21
WEST COVINA,7700140A,2858,66,N,0,VBM PORTION,57,3,32,19
WEST COVINA,7700140A,2858,66,N,975,TOTAL,122,12,66,40
WEST COVINA,7700141A,2859,66,N,1168,POLLING PLACE,74,16,25,24
WEST COVINA,7700141A,2859,66,N,0,VBM PORTION,74,5,33,22
WEST COVINA,7700141A,2859,66,N,1168,TOTAL,148,21,58,46
WEST COVINA,7700142A,2860,66,N,1249,POLLING PLACE,82,12,29,35
WEST COVINA,7700142A,2860,66,N,0,VBM PORTION,54,2,30,20
WEST COVINA,7700142A,2860,66,N,1249,TOTAL,136,14,59,55
WEST COVINA,7700143A,2861,66,N,1101,POLLING PLACE,73,4,32,35
WEST COVINA,7700143A,2861,66,N,0,VBM PORTION,86,9,39,30
WEST COVINA,7700143A,2861,66,N,1101,TOTAL,159,13,71,65
WEST COVINA,7700144A,2862,66,N,919,POLLING PLACE,52,6,26,16
WEST COVINA,7700144A,2862,66,N,0,VBM PORTION,61,6,29,20
WEST COVINA,7700144A,2862,66,N,919,TOTAL,113,12,55,36
WEST COVINA,7700145A,2863,66,N,940,POLLING PLACE,66,7,26,30
WEST COVINA,7700145A,2863,66,N,0,VBM PORTION,47,2,25,18
WEST COVINA,7700145A,2863,66,N,940,TOTAL,113,9,51,48
WEST COVINA,7700148A,2864,66,N,1065,POLLING PLACE,89,8,33,40
WEST COVINA,7700148A,2864,66,N,0,VBM PORTION,53,6,25,19
WEST COVINA,7700148A,2864,66,N,1065,TOTAL,142,14,58,59
WEST COVINA,7700150A,2865,66,N,1080,POLLING PLACE,80,5,42,29
WEST COVINA,7700150A,2865,66,N,0,VBM PORTION,65,12,26,23
WEST COVINA,7700150A,2865,66,N,1080,TOTAL,145,17,68,52
WEST COVINA,7700153A,2866,66,N,663,POLLING PLACE,49,11,18,16
WEST COVINA,7700153A,2866,66,N,0,VBM PORTION,68,2,27,34
WEST COVINA,7700153A,2866,66,N,663,TOTAL,117,13,45,50
WEST COVINA,7700153C,2867,66,N,1118,POLLING PLACE,70,7,36,23
WEST COVINA,7700153C,2867,66,N,0,VBM PORTION,75,9,38,23
WEST COVINA,7700153C,2867,66,N,1118,TOTAL,145,16,74,46
WEST COVINA,7700154A,2868,66,N,704,POLLING PLACE,39,2,18,15
WEST COVINA,7700154A,2868,66,N,0,VBM PORTION,67,7,31,23
WEST COVINA,7700154A,2868,66,N,704,TOTAL,106,9,49,38
WEST COVINA,7700158A,2870,66,N,1137,POLLING PLACE,76,5,35,33
WEST COVINA,7700158A,2870,66,N,0,VBM PORTION,84,2,56,22
WEST COVINA,7700158A,2870,66,N,1137,TOTAL,160,7,91,55
WEST COVINA,7700165A,2873,66,N,1129,POLLING PLACE,88,13,27,43
WEST COVINA,7700165A,2873,66,N,0,VBM PORTION,89,13,16,52
WEST COVINA,7700165A,2873,66,N,1129,TOTAL,177,26,43,95
BALLOT GROUP 66,9990066A,8066,66,N,0,POLLING PLACE,0,0,0,0
BALLOT GROUP 66,9990066A,8066,66,N,0,VBM PORTION,2,0,0,1
BALLOT GROUP 66,9990066A,8066,66,N,0,TOTAL,1,0,0,1
BALLOT GROUP 67,9990067A,8067,67,N,0,POLLING PLACE,0,0,0,0
BALLOT GROUP 67,9990067A,8067,67,N,0,VBM PORTION,0,0,0,0
BALLOT GROUP 67,9990067A,8067,67,N,0,TOTAL,0,0,0,0
BALLOT GROUP 68,9990068A,8068,68,N,0,POLLING PLACE,0,0,0,0
BALLOT GROUP 68,9990068A,8068,68,N,0,VBM PORTION,8,0,2,1
BALLOT GROUP 68,9990068A,8068,68,N,0,TOTAL,4,0,2,1
BALLOT GROUP 69,9990069A,8069,69,N,0,POLLING PLACE,0,0,0,0
BALLOT GROUP 69,9990069A,8069,69,N,0,VBM PORTION,0,0,0,0
BALLOT GROUP 69,9990069A,8069,69,N,0,TOTAL,0,0,0,0
BALLOT GROUP 70,9990070A,8070,70,N,0,POLLING PLACE,0,0,0,0
BALLOT GROUP 70,9990070A,8070,70,N,0,VBM PORTION,0,0,0,0
BALLOT GROUP 70,9990070A,8070,70,N,0,TOTAL,0,0,0,0
