INCIDENT NUMBER,INCIDENT TYPE,INCIDENT DATE,INCIDENT LOCATION,CITY,STATE,ZIP,REPORTING DISTRICT,GEO_LOCATION,PERSON AGE,PERSON RACE,MENTAL HEALTH CONCERNS,CRIMINAL HISTORY,WOUNDED,DECEASED,ON PROBATION,ON PAROLE,UNDER THE INFLUENCE,SUBSTANCE NAME,# OF INVOLVED DEPUTIES,WEAPON INVOLVED CATEGORY,WEAPON INVOLVED CATEGORY DESC,APPROX_LATITUDE,APPROX_LONGITUDE
1000415,NON-HIT SHOOTING INCIDENT,09/02/2012 08:55:00 AM,1600 DURFEE AVENUE,SOUTH EL MONTE,CA,91733,0562,"1600 DURFEE AVENUE
SOUTH EL MONTE, CA 91733
(34.040611, -118.03605)",24,BLACK,N,Y,N,N,N,Y,N,,1,A-2,"FIREARM:  Suspect armed,  Suspect fired at deputy",34.040611,-118.03605
1000289,HIT SHOOTING INCIDENT,01/14/2010 03:41:00 PM,500 WEST GARDENA BOULEVARD,LOS ANGELES,CA,90248,1699,"500 WEST GARDENA BOULEVARD
LOS ANGELES, CA 90248
(33.881832, -118.282796)",43,HISPANIC,N,Y,Y,N,Y,Y,N,,1,A-4,"FIREARM:  Perception shooting, Suspect actions and/or other info suggest suspect was armed, Firearm not seen/not recovered",33.881832,-118.282796
1000309,NON-HIT SHOOTING INCIDENT,06/27/2010 03:20:00 AM,22400 PLATINO AVENUE,MISSION VIEJO,CA,92691,5199,"22400 PLATINO AVENUE
MISSION VIEJO, CA 92691
(33.637413, -117.664361)",25,WHITE,N,Y,N,N,Y,Y,Y,ALCOHOL,1,B-2,"WEAPON - OTHER:  Suspect armed, Suspect used weapon to assault deputy",33.637413,-117.664361
1000362,HIT SHOOTING INCIDENT,10/05/2011 10:50:00 PM,12900 GLENDA STREET,CERRITOS,CA,90703,2316,"12900 GLENDA STREET
CERRITOS, CA 90703
(33.872686, -118.057597)",24,BLACK,N,Y,Y,N,Y,Y,N,,1,C-1,STRUGGLE OVER DEPUTY WEAPON:  Suspect attempted to disarm deputy,33.872686,-118.057597
1000480,NON-HIT SHOOTING INCIDENT,03/25/2014 09:12:00 PM,300 WEST REEVE STREET,COMPTON,CA,90220,2836,"300 WEST REEVE STREET
COMPTON, CA 90220
(33.886765, -118.225919)",17,BLACK,N,Y,N,N,Y,N,N,,1,A-1,"FIREARM:  Suspect armed,  Firearm recovered",33.886765,-118.225919
1000367,HIT SHOOTING INCIDENT,12/01/2011 04:50:00 AM,11400 PIONEER BLVD,NORWALK,CA,90650,0451,"11400 PIONEER BLVD
NORWALK, CA 90650
(33.928331, -118.081753)",39,HISPANIC,N,Y,N,Y,Y,N,N,,2,A-1,"FIREARM:  Suspect armed,  Firearm recovered",33.928331,-118.081753
1000485,HIT SHOOTING INCIDENT,04/25/2014 11:06:00 PM,3800 56TH STREET,MAYWOOD,CA,90270,0250,"3800 56TH STREET
MAYWOOD, CA 90270
(33.991214, -118.196155)",42,HISPANIC,N,N,N,Y,N,N,Y,ALCOHOL,2,B-1,"WEAPON - OTHER:  Suspect armed, Weapon recovered",33.991214,-118.196155
1000655,NON-HIT SHOOTING INCIDENT,11/24/2015 01:40:00 PM,1000 SAN GABRIEL BLVD.,ROSEMEAD,CA,91770,0535,"1000 SAN GABRIEL BLVD.
ROSEMEAD, CA 91770
(34.04036, -118.082721)",28,HISPANIC,N,N,,,,,,,1,A-1,"FIREARM:  Suspect armed,  Firearm recovered",34.04036,-118.082721
1000373,HIT SHOOTING INCIDENT,01/04/2012 03:28:00 PM,9300 E. VALLEY BLVD,ROSEMEAD,CA,91770,0530,"9300 E. VALLEY BLVD
ROSEMEAD, CA 91770
(34.081073, -118.066791)",40,ASIAN-PACIFIC-ISL,Y,N,N,Y,,,N,,1,B-1,"WEAPON - OTHER:  Suspect armed, Weapon recovered",34.081073,-118.066791
1000521,HIT SHOOTING INCIDENT,03/25/2015 12:00:00 AM,102ND STREET AND S. VERMONT AVE,LOS ANGELES,CA,90044,0577,"102ND STREET AND S. VERMONT AVE
LOS ANGELES, CA 90044
(33.94408299312416425025, -118.29182501144271153503)",28,HISPANIC,N,N,N,Y,,,N,,9,A-2,"FIREARM:  Suspect armed,  Suspect fired at deputy",33.944082993124164,-118.291825011442712
1000401,HIT SHOOTING INCIDENT,05/13/2012 09:03:00 PM,GLENCOE STREET AND OLEANDER AVENUE,COMPTON,CA,90220,2836,"GLENCOE STREET AND OLEANDER AVENUE
COMPTON, CA 90220
(33.88148698554689992269, -118.22778000527531870975)",33,HISPANIC,N,Y,Y,N,Y,Y,N,,2,A-1,"FIREARM:  Suspect armed,  Firearm recovered",33.8814869855469,-118.227780005275319
1000534,NON-HIT SHOOTING INCIDENT,07/31/2015 09:15:00 PM,700 WEST LAUREL STREET,COMPTON,CA,90220,2835,"700 WEST LAUREL STREET
COMPTON, CA 90220
(33.892863, -118.236222)",18,HISPANIC,N,N,N,N,N,N,N,,1,A-2,"FIREARM:  Suspect armed,  Suspect fired at deputy",33.892863,-118.236222
1000438,HIT SHOOTING INCIDENT,05/01/2013 07:25:00 PM,ADON AVENUE EAST AND SIERRA HIGHWAY,CANYON COUNTRY,CA,91351,0631,"ADON AVENUE EAST AND SIERRA HIGHWAY
CANYON COUNTRY, CA 91351
(34.42545699791154845325, -118.44879297512091453225)",28,WHITE,N,N,Y,N,Y,N,Y,OTHER/UNKNOWN,1,A-1,"FIREARM:  Suspect armed,  Firearm recovered",34.425456997911548,-118.448792975120915
1000494,HIT SHOOTING INCIDENT,08/09/2014 04:12:00 AM,GRAND AVENUE AND PACIFIC BOULEVARD,WALNUT PARK,CA,90255,6835,"GRAND AVENUE AND PACIFIC BOULEVARD
WALNUT PARK, CA 90255
(33.969153, -118.225208)",41,HISPANIC,N,N,N,Y,Y,N,Y,CNS STIMULANT,2,A-2,"FIREARM:  Suspect armed,  Suspect fired at deputy",33.969153,-118.225208
1000334,HIT SHOOTING INCIDENT,12/21/2010 05:50:00 PM,6800 AGAVE STREET,LANCASTER,CA,93536,1181,"6800 AGAVE STREET
LANCASTER, CA 93536
(34.647256, -118.25124)",40,WHITE,Y,Y,N,Y,Y,Y,Y,STIMULANT,1,B-1,"WEAPON - OTHER:  Suspect armed, Weapon recovered",34.647256,-118.25124
1000359,HIT SHOOTING INCIDENT,04/08/2011 06:04:00 PM,100 EAST AVENUE R-4,PALMDALE,CA,93550,2611,"100 EAST AVENUE R-4
PALMDALE, CA 93550
(34.572503, -118.129322)",19,HISPANIC,N,Y,N,Y,Y,N,Y,ALCOHOL,2,A-1,"FIREARM:  Suspect armed,  Firearm recovered",34.572503,-118.129322
1000352,HIT SHOOTING INCIDENT,05/24/2011 06:44:00 AM,2000 EAST 76TH STREET,LOS ANGELES,CA,90001,2173,"2000 EAST 76TH STREET
LOS ANGELES, CA 90001
(33.971921, -118.236815)",18,HISPANIC,N,N,Y,N,Y,N,N,,2,A-1,"FIREARM:  Suspect armed,  Firearm recovered",33.971921,-118.236815
1000430,NON-HIT SHOOTING INCIDENT,01/29/2013 06:40:00 PM,1100 EAST 65TH STREET,LOS ANGELES,CA,90002,2170,"1100 EAST 65TH STREET
LOS ANGELES, CA 90002
(33.980835, -118.256358)",15,HISPANIC,N,N,N,N,N,N,Y,MARIJUANA,1,B-4,"WEAPON - OTHER:  Perception shooting, Suspect actions and/or info suggest suspect was armed, Weapon not seen/not recovered",33.980835,-118.256358
1000329,NON-HIT SHOOTING INCIDENT,11/11/2010 05:35:00 PM,300 CLAUDE STREET,COMPTON,CA,90220,2836,"300 CLAUDE STREET
COMPTON, CA 90220
(33.886113, -118.225869)",22,BLACK,N,N,N,N,N,N,N,,1,A-1,"FIREARM:  Suspect armed,  Firearm recovered",33.886113,-118.225869
1000509,NON-HIT SHOOTING INCIDENT,12/23/2014 06:16:00 PM,10800 WHITTIER BLVD,WHITTIER,CA,90606,1575,"10800 WHITTIER BLVD
WHITTIER, CA 90606
(33.989917, -118.064027)",17,HISPANIC,N,N,N,N,N,N,N,,1,A-4,"FIREARM:  Perception shooting, Suspect actions and/or other info suggest suspect was armed, Firearm not seen/not recovered",33.989917,-118.064027
1000683,HIT SHOOTING INCIDENT,02/11/2016 06:42:00 PM,2800 LA VIDA DRIVE,LANCASTER,CA,93535,1137,"2800 LA VIDA DRIVE
LANCASTER, CA 93535
(34.682284, -118.079249)",45,WHITE,N,N,N,Y,,,,,3,B-1,"WEAPON - OTHER:  Suspect armed, Weapon recovered",34.682284,-118.079249
1000363,HIT SHOOTING INCIDENT,10/13/2011 11:40:00 AM,3100 HEATHER AVENUE,PALMDALE,CA,93550,2608,"3100 HEATHER AVENUE
PALMDALE, CA 93550
(34.566778, -118.074555)",32,BLACK,N,Y,N,Y,Y,Y,N,,2,A-2,"FIREARM:  Suspect armed,  Suspect fired at deputy",34.566778,-118.074555
1000343,NON-HIT SHOOTING INCIDENT,03/01/2011 12:50:00 PM,CITRUS AVENUE AND VALLEY BLVD,FONTANA,CA,92335,3499,"CITRUS AVENUE AND VALLEY BLVD
FONTANA, CA 92335
(34.070328, -117.453668)",24,HISPANIC,N,Y,N,N,Y,Y,N,,1,A-4,"FIREARM:  Perception shooting, Suspect actions and/or other info suggest suspect was armed, Firearm not seen/not recovered",34.070328,-117.453668
1000426,HIT SHOOTING INCIDENT,11/10/2012 10:18:00 PM,1900 EAST 122ND STREET,LOS ANGELES,CA,90222,2137,"1900 EAST 122ND STREET
LOS ANGELES, CA 90222
(33.921702, -118.23899)",37,HISPANIC,N,Y,N,Y,N,Y,Y,MARIJUANA,2,A-4,"FIREARM:  Perception shooting, Suspect actions and/or other info suggest suspect was armed, Firearm not seen/not recovered",33.921702,-118.23899
1000490,HIT SHOOTING INCIDENT,06/25/2014 05:05:00 PM,BEAR VALLEY ROAD AND  CENTRAL ROAD,APPLE VALLEY,CA,92308,3199,"BEAR VALLEY ROAD AND CENTRAL ROAD
APPLE VALLEY, CA 92308
(34.471554, -117.172646)",29,HISPANIC,N,Y,N,Y,N,Y,N,,9,A-2,"FIREARM:  Suspect armed,  Suspect fired at deputy",34.471554,-117.172646
1000399,HIT SHOOTING INCIDENT,05/05/2012 11:37:00 PM,39600 167TH STREET,PALMDALE,CA,93591,1197,"39600 167TH STREET
PALMDALE, CA 93591
(34.601522, -117.832055)",29,WHITE,N,N,Y,N,Y,N,N,,2,A-1,"FIREARM:  Suspect armed,  Firearm recovered",34.601522,-117.832055
1000487,HIT SHOOTING INCIDENT,05/24/2014 01:50:00 AM,8400 SUNSET BLVD,WEST HOLLYWOOD,CA,90069,0987,"8400 SUNSET BLVD
WEST HOLLYWOOD, CA 90069
(34.095248, -118.372652)",34,BLACK,N,Y,Y,N,Y,N,Y,MARIJUANA,1,B-1,"WEAPON - OTHER:  Suspect armed, Weapon recovered",34.095248,-118.372652
1000296,HIT SHOOTING INCIDENT,04/18/2010 12:42:00 AM,11700 WILLOWBROOK AVENUE,LOS ANGELES,CA,90059,6851,"11700 WILLOWBROOK AVENUE
LOS ANGELES, CA 90059
(33.926853, -118.236724)",17,HISPANIC,,,Y,N,,,,,1,A-1,"FIREARM:  Suspect armed,  Firearm recovered",33.926853,-118.236724
1000452,HIT SHOOTING INCIDENT,08/04/2013 12:30:00 PM,ROSEMEAD BLVD AND SHENANDOAH AVE,PICO RIVERA,CA,90660,1513,"ROSEMEAD BLVD AND SHENANDOAH AVE
PICO RIVERA, CA 90660
(33.99861397860065710048, -118.08419000582316701903)",23,HISPANIC,N,Y,Y,N,Y,N,N,,1,B-2,"WEAPON - OTHER:  Suspect armed, Suspect used weapon to assault deputy",33.998613978600657,-118.084190005823167
1000403,NON-HIT SHOOTING INCIDENT,05/25/2012 04:50:00 AM,1200 RONAN AVENUE,WILMINGTON,CA,90744,3199,"1200 RONAN AVENUE
WILMINGTON, CA 90744
(33.786534, -118.272592)",28,BLACK,N,N,N,N,N,N,N,,4,A-2,"FIREARM:  Suspect armed,  Suspect fired at deputy",33.786534,-118.272592
1000317,HIT SHOOTING INCIDENT,10/09/2010 06:47:00 PM,1300 FRASER AVE,LOS ANGELES,CA,90022,0284,"1300 FRASER AVE
LOS ANGELES, CA 90022
(34.014957, -118.16362)",20,HISPANIC,N,Y,Y,N,Y,N,N,,1,A-1,"FIREARM:  Suspect armed,  Firearm recovered",34.014957,-118.16362
1000398,NON-HIT SHOOTING INCIDENT,04/17/2012 04:10:00 PM,CEDAR STREET WEST OF BELLFLOWER BLVD,BELLFLOWER,CA,90706,1334,"CEDAR STREET WEST OF BELLFLOWER BLVD
BELLFLOWER, CA 90706
(33.871191, -118.125184)",35,HISPANIC,N,N,N,N,Y,N,N,,1,E-1,"FLEEING SUSPECT:  Probable cause, Posed a threat of serious physical harm to deputy and/or others (Tennessee v Garner)",33.871191,-118.125184
1000321,NON-HIT SHOOTING INCIDENT,10/22/2010 09:02:00 AM,800 W. 136TH STREET,COMPTON,CA,90222,2812,"800 W. 136TH STREET
COMPTON, CA 90222
(33.907991, -118.239173)",47,BLACK,N,N,N,N,N,Y,Y,OPIATE,1,B-2,"WEAPON - OTHER:  Suspect armed, Suspect used weapon to assault deputy",33.907991,-118.239173
1000687,HIT SHOOTING INCIDENT,02/24/2016 05:14:00 PM,10900 ALONDRA BOULEVARD,NORWALK,CA,90650,2310,"10900 ALONDRA BOULEVARD
NORWALK, CA 90650
(33.887057, -118.100431)",26,HISPANIC,N,N,N,Y,,,,,1,B-2,"WEAPON - OTHER:  Suspect armed, Suspect used weapon to assault deputy",33.887057,-118.100431
1000527,HIT SHOOTING INCIDENT,02/13/2014 04:57:00 PM,19100 ELBERLAND STREET,West Covina,CA,91792,2910,"19100 ELBERLAND STREET
West Covina, CA 91792
(34.009463, -117.88471)",35,HISPANIC,N,Y,N,Y,Y,Y,Y,OTHER/UNKNOWN,5,A-4,"FIREARM:  Perception shooting, Suspect actions and/or other info suggest suspect was armed, Firearm not seen/not recovered",34.009463,-117.88471
1000327,NON-HIT SHOOTING INCIDENT,11/05/2010 02:30:00 AM,12300 SPROUL STREET,NORWALK,CA,90650,0459,"12300 SPROUL STREET
NORWALK, CA 90650
(33.907957, -118.070772)",27,HISPANIC,N,N,N,N,N,N,N,,1,A-1,"FIREARM:  Suspect armed,  Firearm recovered",33.907957,-118.070772
1000454,HIT SHOOTING INCIDENT,08/28/2013 05:49:00 PM,2000 PIRU STREET,COMPTON,CA,90220,2137,"2000 PIRU STREET
COMPTON, CA 90220
(33.908389, -118.236121)",18,HISPANIC,N,N,N,Y,N,N,Y,CNS STIMULANT,1,A-1,"FIREARM:  Suspect armed,  Firearm recovered",33.908389,-118.236121
1000384,HIT SHOOTING INCIDENT,02/22/2012 09:38:00 PM,6500 ROSEMEAD BLVD,PICO RIVERA,CA,90660,1515,"6500 ROSEMEAD BLVD
PICO RIVERA, CA 90660
(33.986923, -118.094032)",29,HISPANIC,N,Y,Y,N,N,Y,N,,5,A-2,"FIREARM:  Suspect armed,  Suspect fired at deputy",33.986923,-118.094032
1000320,NON-HIT SHOOTING INCIDENT,10/19/2010 11:34:00 PM,2900 60TH PLACE,HUNTINGTON PARK,CA,90255,0250,"2900 60TH PLACE
HUNTINGTON PARK, CA 90255
(33.986252, -118.217394)",27,HISPANIC,N,N,N,N,N,N,N,,1,A-4,"FIREARM:  Perception shooting, Suspect actions and/or other info suggest suspect was armed, Firearm not seen/not recovered",33.986252,-118.217394
1000491,NON-HIT SHOOTING INCIDENT,07/10/2014 03:08:00 AM,JAMISON AVENUE AND TORRANCE BLVD,CARSON,CA,90745,2851,"JAMISON AVENUE AND TORRANCE BLVD
CARSON, CA 90745
(33.84217015962950306621, -118.27726154190630587571)",24,HISPANIC,N,Y,N,N,Y,N,Y,MARIJUANA,1,A-4,"FIREARM:  Perception shooting, Suspect actions and/or other info suggest suspect was armed, Firearm not seen/not recovered",33.842170159629503,-118.277261541906306
1000305,HIT SHOOTING INCIDENT,06/15/2010 10:41:00 AM,100 SANDALWOOD AVENUE,EAST VALINDA,CA,91744,1442,"100 SANDALWOOD AVENUE
EAST VALINDA, CA 91744
(34.017734, -117.916877)",29,HISPANIC,N,N,Y,N,Y,N,Y,STIMULANT,1,C-1,STRUGGLE OVER DEPUTY WEAPON:  Suspect attempted to disarm deputy,34.017734,-117.916877
1000396,HIT SHOOTING INCIDENT,03/08/2012 03:30:00 PM,215TH STREET AND ELAINE AVENUE,HAWAIIAN GARDENS,CA,90716,3674,"215TH STREET AND ELAINE AVENUE
HAWAIIAN GARDENS, CA 90716
(33.83404302223222658427, -118.07651800736792045932)",22,HISPANIC,N,N,Y,N,Y,N,N,,2,B-2,"WEAPON - OTHER:  Suspect armed, Suspect used weapon to assault deputy",33.834043022232227,-118.07651800736792
1000475,HIT SHOOTING INCIDENT,01/30/2014 08:22:00 PM,SOLEDAD CANYON ROAD AND SHANGRI LA DRIVE,SANTA CLARITA,CA,91351,0613,"SOLEDAD CANYON ROAD AND SHANGRI LA DRIVE
SANTA CLARITA, CA 91351
(34.41602698620244753981, -118.45865697431231854919)",47,WHITE,N,N,N,Y,N,N,Y,CNS STIMULANT,2,B-1,"WEAPON - OTHER:  Suspect armed, Weapon recovered",34.416026986202448,-118.458656974312319
1000441,HIT SHOOTING INCIDENT,05/18/2013 09:12:00 PM,6100 MIRAMONTE BLVD,LOS ANGELES,CA,90001,2171,"6100 MIRAMONTE BLVD
LOS ANGELES, CA 90001
(33.984765, -118.245342)",50,BLACK,N,Y,N,Y,Y,Y,Y,MARIJUANA,2,A-1,"FIREARM:  Suspect armed,  Firearm recovered",33.984765,-118.245342
1000410,NON-HIT SHOOTING INCIDENT,08/16/2012 01:40:00 AM,W. 127TH STREET AND NORMANDIE AVENUE,LOS ANGELES,CA,90047,0377,"W. 127TH STREET AND NORMANDIE AVENUE
LOS ANGELES, CA 90047
(33.917363, -118.300408)",25,BLACK,N,N,N,N,N,N,N,,1,A-1,"FIREARM:  Suspect armed,  Firearm recovered",33.917363,-118.300408
1000453,NON-HIT SHOOTING INCIDENT,08/26/2013 03:30:00 AM,1200 123RD STREET,LOS ANGELES,CA,90044,0378,"1200 123RD STREET
LOS ANGELES, CA 90044
(33.921184, -118.296362)",31,BLACK,N,Y,N,N,Y,N,N,,2,B-2,"WEAPON - OTHER:  Suspect armed, Suspect used weapon to assault deputy",33.921184,-118.296362
1000308,HIT SHOOTING INCIDENT,06/24/2010 09:35:00 PM,12100 VENTURA BOULEVARD,STUDIO CITY,CA,91604,3199,"12100 VENTURA BOULEVARD
STUDIO CITY, CA 91604
(34.143549, -118.395437)",18,WHITE,N,N,N,Y,N,N,N,,1,B-2,"WEAPON - OTHER:  Suspect armed, Suspect used weapon to assault deputy",34.143549,-118.395437
1000510,HIT SHOOTING INCIDENT,12/31/2014 05:00:00 PM,100 WEST COMPTON BLVD,COMPTON,CA,90220,2814,"100 WEST COMPTON BLVD
COMPTON, CA 90220
(33.895891, -118.224837)",34,HISPANIC,N,N,N,Y,N,N,N,,3,A-1,"FIREARM:  Suspect armed,  Firearm recovered",33.895891,-118.224837
1000326,NON-HIT SHOOTING INCIDENT,10/28/2010 09:15:00 AM,500 W. TERRACE STREET,ALTADENA,CA,91001,0862,"500 W. TERRACE STREET
ALTADENA, CA 91001
(34.196814, -118.157069)",21,WHITE,N,Y,N,N,Y,N,N,,1,A-4,"FIREARM:  Perception shooting, Suspect actions and/or other info suggest suspect was armed, Firearm not seen/not recovered",34.196814,-118.157069
1000297,HIT SHOOTING INCIDENT,05/06/2010 04:00:00 AM,21900 DEVLIN AVENUE,HAWAIIAN GARDENS,CA,90716,1351,"21900 DEVLIN AVENUE
HAWAIIAN GARDENS, CA 90716
(33.829523, -118.077365)",26,HISPANIC,N,Y,Y,N,N,N,N,,1,A-1,"FIREARM:  Suspect armed,  Firearm recovered",33.829523,-118.077365
1000335,HIT SHOOTING INCIDENT,01/11/2011 07:17:00 PM,600 N. BRANNICK AVENUE,LOS ANGELES,CA,90063,0275,"600 N. BRANNICK AVENUE
LOS ANGELES, CA 90063
(34.04343, -118.177967)",37,HISPANIC,N,Y,N,Y,Y,Y,Y,PCP,1,A-2,"FIREARM:  Suspect armed,  Suspect fired at deputy",34.04343,-118.177967
1000406,HIT SHOOTING INCIDENT,06/21/2012 12:00:00 PM,11500 ATLANTIC BLVD,LYNWOOD,CA,90262,2114,"11500 ATLANTIC BLVD
LYNWOOD, CA 90262
(33.920226, -118.187786)",27,HISPANIC,N,Y,N,Y,Y,N,Y,HALLUCINOGEN,1,D-1,NO SUSPECT FIREAM/OTHER WEAPON involved in the Incident,33.920226,-118.187786
1000382,HIT SHOOTING INCIDENT,02/08/2012 08:14:00 AM,1400 NORTH PEARL STREET,COMPTON,CA,90221,2824,"1400 NORTH PEARL STREET
COMPTON, CA 90221
(33.905226, -118.214631)",29,HISPANIC,N,Y,Y,N,Y,Y,N,,2,A-1,"FIREARM:  Suspect armed,  Firearm recovered",33.905226,-118.214631
1000517,HIT SHOOTING INCIDENT,03/12/2015 06:36:00 PM,2400 FLOWER STREET,WALNUT PARK,CA,90255,2178,"2400 FLOWER STREET
WALNUT PARK, CA 90255
(33.971357, -118.230225)",30,HISPANIC,N,N,N,Y,,,N,,1,A-4,"FIREARM:  Perception shooting, Suspect actions and/or other info suggest suspect was armed, Firearm not seen/not recovered",33.971357,-118.230225
1000525,HIT SHOOTING INCIDENT,05/13/2015 05:41:00 PM,100 NORTH LONG BEACH BOULEVARD,COMPTON,CA,90221,2824,"100 NORTH LONG BEACH BOULEVARD
COMPTON, CA 90221
(33.896088, -118.207962)",17,BLACK,N,N,Y,N,N,N,N,,1,A-1,"FIREARM:  Suspect armed,  Firearm recovered",33.896088,-118.207962
