INCIDENT NUMBER,INCIDENT TYPE,INCIDENT DATE,INCIDENT LOCATION,CITY,STATE,ZIP,REPORTING DISTRICT,GEO_LOCATION,PERSON AGE,PERSON RACE,MENTAL HEALTH CONCERNS,CRIMINAL HISTORY,WOUNDED,DECEASED,ON PROBATION,ON PAROLE,UNDER THE INFLUENCE,SUBSTANCE NAME,# OF INVOLVED DEPUTIES,WEAPON INVOLVED CATEGORY,WEAPON INVOLVED CATEGORY DESC,APPROX_LATITUDE,APPROX_LONGITUDE
1000397,NON-HIT SHOOTING INCIDENT,03/16/2012 08:49:00 AM,8600 GRAHAM AVENUE,LOS ANGELES,CA,90001,2174,"8600 GRAHAM AVENUE
LOS ANGELES, CA 90001
(33.960158, -118.243073)",15,BLACK,N,N,N,N,N,N,N,,1,D-1,NO SUSPECT FIREAM/OTHER WEAPON involved in the Incident,33.960158,-118.243073
1000344,HIT SHOOTING INCIDENT,03/01/2011 03:29:00 PM,500 EAST AVENUE P-14,PALMDALE,CA,93550,2614,"500 EAST AVENUE P-14
PALMDALE, CA 93550
(34.601786, -118.120609)",17,BLACK,N,N,N,Y,N,N,N,,3,B-1,"WEAPON - OTHER:  Suspect armed, Weapon recovered",34.601786,-118.120609
1000476,HIT SHOOTING INCIDENT,02/04/2014 05:50:00 AM,4800 IVY STREET,PICO RIVERA,CA,90660,1510,"4800 IVY STREET
PICO RIVERA, CA 90660
(34.007462, -118.095392)",56,HISPANIC,N,N,Y,N,N,N,N,,2,B-2,"WEAPON - OTHER:  Suspect armed, Suspect used weapon to assault deputy",34.007462,-118.095392
1000493,HIT SHOOTING INCIDENT,08/01/2014 04:49:00 AM,9000 ROSEHEDGE DRIVE,PICO RIVERA,CA,90660,1514,"9000 ROSEHEDGE DRIVE
PICO RIVERA, CA 90660
(33.993633, -118.087458)",24,HISPANIC,N,Y,N,Y,Y,Y,N,,5,A-2,"FIREARM:  Suspect armed,  Suspect fired at deputy",33.993633,-118.087458
1000462,HIT SHOOTING INCIDENT,10/06/2013 03:30:00 PM,6000 BLOCK OF WEST VENICE BLVD,LOS ANGELES,CA,90034,6893,"6000 BLOCK OF WEST VENICE BLVD
LOS ANGELES, CA 90034
(34.006282, -118.428977)",49,BLACK,N,N,N,Y,N,N,N,,1,B-1,"WEAPON - OTHER:  Suspect armed, Weapon recovered",34.006282,-118.428977
1000424,HIT SHOOTING INCIDENT,11/16/2012 09:30:00 PM,81ST AND PARMALEE AVENUE,LOS ANGELES,CA,90001,2174,"81ST AND PARMALEE AVENUE
LOS ANGELES, CA 90001
(33.96580897884491831496, -118.24990302594981168384)",36,BLACK,N,Y,Y,N,Y,N,N,,3,A-2,"FIREARM:  Suspect armed,  Suspect fired at deputy",33.965808978844918,-118.249903025949812
1000461,HIT SHOOTING INCIDENT,10/06/2013 05:47:00 PM,28600 CLOVERLEAF PLACE,CASTAIC,CA,91384,0675,"28600 CLOVERLEAF PLACE
CASTAIC, CA 91384
(34.485702, -118.636172)",53,WHITE,Y,N,N,Y,N,N,N,,3,A-1,"FIREARM:  Suspect armed,  Firearm recovered",34.485702,-118.636172
1000333,HIT SHOOTING INCIDENT,12/01/2010 03:07:00 PM,4700 HAMMEL STREET,EAST LOS ANGELES,CA,90022,0281,"4700 HAMMEL STREET
EAST LOS ANGELES, CA 90022
(34.042411, -118.164841)",20,HISPANIC,N,Y,Y,N,Y,N,N,,1,A-4,"FIREARM:  Perception shooting, Suspect actions and/or other info suggest suspect was armed, Firearm not seen/not recovered",34.042411,-118.164841
1000526,HIT SHOOTING INCIDENT,06/04/2015 05:54:00 PM,ALOSTA AVENUE AND CITRUS AVENUE,ASUZA,CA,91702,0899,"ALOSTA AVENUE AND CITRUS AVENUE
ASUZA, CA 91702
(34.12873299795924419958, -117.89008502427078765451)",31,HISPANIC,N,N,Y,N,N,Y,N,,1,A-1,"FIREARM:  Suspect armed,  Firearm recovered",34.128732997959244,-117.890085024270788
1000416,NON-HIT SHOOTING INCIDENT,08/31/2012 11:33:00 PM,800 WEST MAPLE STREET,COMPTON,CA,90220,2811,"800 WEST MAPLE STREET
COMPTON, CA 90220
(33.901986, -118.238676)",27,BLACK,N,N,N,N,Y,N,N,,1,A-1,"FIREARM:  Suspect armed,  Firearm recovered",33.901986,-118.238676
1000421,HIT SHOOTING INCIDENT,10/24/2012 06:18:00 PM,1600 E SAN LUIS STREET,COMPTON,CA,90221,2826,"1600 E SAN LUIS STREET
COMPTON, CA 90221
(33.896898, -118.205425)",27,BLACK,N,Y,Y,N,Y,Y,N,,2,A-1,"FIREARM:  Suspect armed,  Firearm recovered",33.896898,-118.205425
1000483,HIT SHOOTING INCIDENT,04/07/2014 09:29:00 PM,900 PALM AVENUE,WEST HOLLYWOOD,CA,90069,0977,"900 PALM AVENUE
WEST HOLLYWOOD, CA 90069
(34.087659, -118.382901)",30,WHITE,N,N,N,Y,N,N,N,,3,B-4,"WEAPON - OTHER:  Perception shooting, Suspect actions and/or info suggest suspect was armed, Weapon not seen/not recovered",34.087659,-118.382901
1000349,HIT SHOOTING INCIDENT,04/05/2011 08:59:00 PM,800 E. 76TH PLACE,LOS ANGELES,CA,90001,2172,"800 E. 76TH PLACE
LOS ANGELES, CA 90001
(33.970271, -118.260616)",23,HISPANIC,N,Y,Y,N,Y,Y,N,,1,A-1,"FIREARM:  Suspect armed,  Firearm recovered",33.970271,-118.260616
1000514,NON-HIT SHOOTING INCIDENT,02/12/2015 12:23:00 AM,2000 EL MOLINO AVENUE,ALTADENA,CA,91001,0774,"2000 EL MOLINO AVENUE
ALTADENA, CA 91001
(34.180031, -118.13645)",18,BLACK,N,Y,N,N,N,N,N,,1,A-4,"FIREARM:  Perception shooting, Suspect actions and/or other info suggest suspect was armed, Firearm not seen/not recovered",34.180031,-118.13645
1000504,HIT SHOOTING INCIDENT,11/16/2014 02:39:00 AM,5300 EAST VERONA STREET,EAST LOS ANGELES,CA,90022,0286,"5300 EAST VERONA STREET
EAST LOS ANGELES, CA 90022
(34.018034, -118.156987)",57,HISPANIC,N,N,N,Y,N,N,Y,ALCOHOL,4,A-1,"FIREARM:  Suspect armed,  Firearm recovered",34.018034,-118.156987
1000339,HIT SHOOTING INCIDENT,02/11/2011 02:35:00 PM,EAST 60 FREEWAY AND SANTA ANITA AVENUE,SOUTH EL MONTE,CA,91773,0562,"EAST 60 FREEWAY AND SANTA ANITA AVENUE
SOUTH EL MONTE, CA 91773
(34.03984599003456984008, -118.05171500598513576515)",25,HISPANIC,N,N,Y,N,N,N,N,,1,A-2,"FIREARM:  Suspect armed,  Suspect fired at deputy",34.03984599003457,-118.051715005985136
1000434,HIT SHOOTING INCIDENT,04/10/2013 11:58:00 PM,3500 58TH STREET,LOS ANGELES,CA,90270,0250,"3500 58TH STREET
LOS ANGELES, CA 90270
(33.989961, -118.203349)",31,HISPANIC,N,Y,Y,N,Y,Y,N,,1,A-4,"FIREARM:  Perception shooting, Suspect actions and/or other info suggest suspect was armed, Firearm not seen/not recovered",33.989961,-118.203349
1000374,HIT SHOOTING INCIDENT,01/05/2012 02:47:00 PM,8100 CENTURY BLVD,PARAMOUNT,CA,90723,1365,"8100 CENTURY BLVD
PARAMOUNT, CA 90723
(33.909396, -118.158242)",28,HISPANIC,N,Y,Y,N,Y,Y,N,,1,A-1,"FIREARM:  Suspect armed,  Firearm recovered",33.909396,-118.158242
1000293,HIT SHOOTING INCIDENT,03/24/2010 12:14:00 AM,3900 DOBINSON STREET,LOS ANGELES,CA,90063,0272,"3900 DOBINSON STREET
LOS ANGELES, CA 90063
(34.048984, -118.18256)",31,HISPANIC,Y,N,Y,N,Y,N,Y,ALCOHOL,1,A-4,"FIREARM:  Perception shooting, Suspect actions and/or other info suggest suspect was armed, Firearm not seen/not recovered",34.048984,-118.18256
1000451,HIT SHOOTING INCIDENT,07/24/2013 11:38:00 PM,1300 SOUTH LONG BEACH BLVD,COMPTON,CA,90221,2844,"1300 SOUTH LONG BEACH BLVD
COMPTON, CA 90221
(33.884753, -118.20588)",42,HISPANIC,N,Y,N,Y,Y,N,Y,ALCOHOL,1,C-1,STRUGGLE OVER DEPUTY WEAPON:  Suspect attempted to disarm deputy,33.884753,-118.20588
1000386,HIT SHOOTING INCIDENT,02/26/2012 07:34:00 PM,16900 CEDARWOOD COURT,CERRITOS,CA,90703,1348,"16900 CEDARWOOD COURT
CERRITOS, CA 90703
(33.877673, -118.067065)",45,HISPANIC,N,Y,Y,N,Y,Y,Y,ALCOHOL,3,A-4,"FIREARM:  Perception shooting, Suspect actions and/or other info suggest suspect was armed, Firearm not seen/not recovered",33.877673,-118.067065
1000314,HIT SHOOTING INCIDENT,10/01/2010 12:45:00 PM,43200 18TH STREET WEST,LANCASTER,CA,93534,1126,"43200 18TH STREET WEST
LANCASTER, CA 93534
(34.66809, -118.163453)",27,HISPANIC,N,N,Y,N,N,N,,,2,A-1,"FIREARM:  Suspect armed,  Firearm recovered",34.66809,-118.163453
1000507,HIT SHOOTING INCIDENT,11/30/2014 01:00:00 AM,23900 MARBELLA AVE.,CARSON,CA,90745,1624,"23900 MARBELLA AVE.
CARSON, CA 90745
(33.808013, -118.270683)",19,HISPANIC,Y,Y,N,Y,N,N,Y,CNS STIMULANT,1,B-1,"WEAPON - OTHER:  Suspect armed, Weapon recovered",33.808013,-118.270683
1000431,HIT SHOOTING INCIDENT,01/10/2013 04:08:00 PM,HOLBROOK STREET AND  MORRILL AVENUE,WHITTIER,CA,90606,1575,"HOLBROOK STREET AND MORRILL AVENUE
WHITTIER, CA 90606
(33.98877699757225988157, -118.0665290074180462064)",16,HISPANIC,N,Y,N,Y,Y,N,Y,CNS STIMULANT,7,B-1,"WEAPON - OTHER:  Suspect armed, Weapon recovered",33.98877699757226,-118.066529007418046
1000347,HIT SHOOTING INCIDENT,03/26/2011 01:55:00 AM,200 SOUTH ROSEMEAD BOULEVARD,PASADENA,CA,91107,0590,"200 SOUTH ROSEMEAD BOULEVARD
PASADENA, CA 91107
(34.142774, -118.073242)",27,WHITE,N,Y,Y,N,Y,N,N,,1,D-1,NO SUSPECT FIREAM/OTHER WEAPON involved in the Incident,34.142774,-118.073242
1000353,HIT SHOOTING INCIDENT,05/25/2011 08:33:00 PM,11600 SOUTH CENTRAL AVENUE,LOS ANGELES,CA,90059,2131,"11600 SOUTH CENTRAL AVENUE
LOS ANGELES, CA 90059
(33.929468, -118.25428)",19,HISPANIC,N,Y,N,Y,Y,N,N,,1,A-3,"FIREARM:  Suspect may have been armed,  Deputy saw firearm but not recovered",33.929468,-118.25428
1000469,HIT SHOOTING INCIDENT,11/05/2013 10:10:00 AM,200 EAST SUNSET STREET,LONG BEACH,CA,90805,5199,"200 EAST SUNSET STREET
LONG BEACH, CA 90805
(33.849207, -118.191563)",38,HISPANIC,N,Y,Y,N,Y,N,N,,2,A-2,"FIREARM:  Suspect armed,  Suspect fired at deputy",33.849207,-118.191563
1000653,HIT SHOOTING INCIDENT,10/16/2015 01:18:00 AM,800 ASHCOMB DRIVE,LA PUENTE,CA,91744,1441,"800 ASHCOMB DRIVE
LA PUENTE, CA 91744
(34.032124, -117.916579)",25,HISPANIC,N,,N,Y,,,,,1,C-1,STRUGGLE OVER DEPUTY WEAPON:  Suspect attempted to disarm deputy,34.032124,-117.916579
1000315,NON-HIT SHOOTING INCIDENT,10/03/2010 01:13:00 AM,8200 SANTA MONICA BOULEVARD,WEST HOLLYWOOD,CA,90046,0975,"8200 SANTA MONICA BOULEVARD
WEST HOLLYWOOD, CA 90046
(34.09075, -118.367162)",21,BLACK,N,N,N,N,N,N,N,,1,A-4,"FIREARM:  Perception shooting, Suspect actions and/or other info suggest suspect was armed, Firearm not seen/not recovered",34.09075,-118.367162
1000412,HIT SHOOTING INCIDENT,08/16/2012 12:18:00 PM,1300 PALMER STREET,COMPTON,CA,90221,2824,"1300 PALMER STREET
COMPTON, CA 90221
(33.898364, -118.209512)",31,BLACK,N,N,Y,N,Y,N,N,,2,A-1,"FIREARM:  Suspect armed,  Firearm recovered",33.898364,-118.209512
1000685,NON-HIT SHOOTING INCIDENT,02/10/2016 11:53:00 AM,3600 EAST ELIZABETH STREET,COMPTON,CA,90221,2853,"3600 EAST ELIZABETH STREET
COMPTON, CA 90221
(33.888076, -118.20436)",35,BLACK,N,Y,,,,,,,1,A-1,"FIREARM:  Suspect armed,  Firearm recovered",33.888076,-118.20436
1000691,NON-HIT SHOOTING INCIDENT,02/19/2015 02:10:00 PM,15700 FOOTHILL BOULEVARD,AZUSA,CA,91702,8332,"15700 FOOTHILL BOULEVARD
AZUSA, CA 91702
(34.133448, -117.891295)",50,WHITE,N,Y,,,N,N,,,1,B-2,"WEAPON - OTHER:  Suspect armed, Suspect used weapon to assault deputy",34.133448,-117.891295
1000420,HIT SHOOTING INCIDENT,10/18/2012 01:04:00 AM,500 E. HARDY STREET,INGLEWOOD,CA,90301,0399,"500 E. HARDY STREET
INGLEWOOD, CA 90301
(33.949088, -118.349176)",27,HISPANIC,N,Y,N,Y,Y,N,N,,1,C-1,STRUGGLE OVER DEPUTY WEAPON:  Suspect attempted to disarm deputy,33.949088,-118.349176
1000417,HIT SHOOTING INCIDENT,09/08/2012 07:17:00 PM,2200 LONG BEACH BOULEVARD,COMPTON,CA,90221,2824,"2200 LONG BEACH BOULEVARD
COMPTON, CA 90221
(33.911105, -118.208963)",25,HISPANIC,N,Y,Y,N,Y,N,N,,1,D-1,NO SUSPECT FIREAM/OTHER WEAPON involved in the Incident,33.911105,-118.208963
1000404,HIT SHOOTING INCIDENT,01/21/2013 04:59:00 AM,98TH STREET AND HARVARD BL,LOS ANGELES,CA,90047,0374,"98TH STREET AND HARVARD BL
LOS ANGELES, CA 90047
(33.94679698972650721613, -118.30679698825920141203)",26,BLACK,N,Y,Y,N,Y,Y,N,,1,A-2,"FIREARM:  Suspect armed,  Suspect fired at deputy",33.946796989726507,-118.306796988259201
1000474,NON-HIT SHOOTING INCIDENT,01/21/2014 02:40:00 PM,300 MARGNOLIA STREET,COMPTON,CA,90220,2814,"300 MARGNOLIA STREET
COMPTON, CA 90220
(33.896936, -118.226488)",19,HISPANIC,N,N,N,N,N,N,N,,1,A-1,"FIREARM:  Suspect armed,  Firearm recovered",33.896936,-118.226488
1000316,NON-HIT SHOOTING INCIDENT,08/20/2010 10:30:00 PM,25300 CHIQUELLA LANE,STEVENSON RANCH,CA,91381,0623,"25300 CHIQUELLA LANE
STEVENSON RANCH, CA 91381
(34.378042, -118.566563)",49,WHITE,N,N,N,N,N,N,N,,1,D-1,NO SUSPECT FIREAM/OTHER WEAPON involved in the Incident,34.378042,-118.566563
1000421,HIT SHOOTING INCIDENT,10/24/2012 06:18:00 PM,1600 E SAN LUIS STREET,COMPTON,CA,90221,2826,"1600 E SAN LUIS STREET
COMPTON, CA 90221
(33.896898, -118.205425)",24,BLACK,N,Y,Y,N,N,Y,N,,2,A-1,"FIREARM:  Suspect armed,  Firearm recovered",33.896898,-118.205425
1000468,HIT SHOOTING INCIDENT,11/01/2013 03:03:00 AM,7400 JACKSON STREET,PARAMOUNT,CA,90723,1368,"7400 JACKSON STREET
PARAMOUNT, CA 90723
(33.885488, -118.169069)",27,HISPANIC,N,Y,N,Y,Y,Y,N,,3,A-1,"FIREARM:  Suspect armed,  Firearm recovered",33.885488,-118.169069
1000409,NON-HIT SHOOTING INCIDENT,07/22/2012 09:54:00 PM,BARING CROSS STREET AND CENTURY BLVD,LOS ANGELES,CA,90047,0370,"BARING CROSS STREET AND CENTURY BLVD
LOS ANGELES, CA 90047
(33.94550098277081505594, -118.2893480040335591002)",22,BLACK,N,N,N,N,,,N,,1,A-1,"FIREARM:  Suspect armed,  Firearm recovered",33.945500982770815,-118.289348004033559
1000354,HIT SHOOTING INCIDENT,06/22/2011 04:30:00 AM,1300 MATEO STREET,LOS ANGELES,CA,90021,2199,"1300 MATEO STREET
LOS ANGELES, CA 90021
(34.028682, -118.232214)",43,UNKNOWN,N,N,Y,N,N,N,N,,1,D-1,NO SUSPECT FIREAM/OTHER WEAPON involved in the Incident,34.028682,-118.232214
1000677,HIT SHOOTING INCIDENT,01/04/2016 09:00:00 PM,15800 S. TARRANT AVENUE,COMPTON,CA,90220,2873,"15800 S. TARRANT AVENUE
COMPTON, CA 90220
(33.887127, -118.262318)",31,BLACK,N,N,Y,N,,,,,1,A-3,"FIREARM:  Suspect may have been armed,  Deputy saw firearm but not recovered",33.887127,-118.262318
1000531,HIT SHOOTING INCIDENT,07/06/2015 10:45:00 AM,5500 ADENMOOR AVENUE,LAKEWOOD,CA,90713,1321,"5500 ADENMOOR AVENUE
LAKEWOOD, CA 90713
(33.856293, -118.124029)",29,WHITE,Y,N,N,Y,N,N,N,,4,B-2,"WEAPON - OTHER:  Suspect armed, Suspect used weapon to assault deputy",33.856293,-118.124029
1000416,NON-HIT SHOOTING INCIDENT,08/31/2012 11:33:00 PM,800 WEST MAPLE STREET,COMPTON,CA,90220,2811,"800 WEST MAPLE STREET
COMPTON, CA 90220
(33.901986, -118.238676)",35,BLACK,N,N,N,N,,,N,,1,A-1,"FIREARM:  Suspect armed,  Firearm recovered",33.901986,-118.238676
1000659,HIT SHOOTING INCIDENT,12/12/2015 10:59:00 AM,12100 LONG BEACH BOULEVARD,LYNWOOD,CA,90262,2116,"12100 LONG BEACH BOULEVARD
LYNWOOD, CA 90262
(33.917008, -118.209419)",28,BLACK,N,Y,N,Y,,,,,2,A-1,"FIREARM:  Suspect armed,  Firearm recovered",33.917008,-118.209419
1000385,HIT SHOOTING INCIDENT,02/21/2012 12:25:00 AM,16600 PARAMOUNT BLVD,PARAMOUNT,CA,90723,1367,"16600 PARAMOUNT BLVD
PARAMOUNT, CA 90723
(33.883274, -118.159964)",22,WHITE,N,N,N,Y,Y,N,N,,1,C-1,STRUGGLE OVER DEPUTY WEAPON:  Suspect attempted to disarm deputy,33.883274,-118.159964
1000511,NON-HIT SHOOTING INCIDENT,01/18/2015 02:07:00 AM,PENNSYLVANIA AVENUE AND 246TH PLACE,LOMITA,CA,90717,1711,"PENNSYLVANIA AVENUE AND 246TH PLACE
LOMITA, CA 90717
(33.80162718333325718541, -118.32536386197713615702)",31,HISPANIC,Y,Y,N,N,N,N,Y,CNS DEPRESSANT,2,B-2,"WEAPON - OTHER:  Suspect armed, Suspect used weapon to assault deputy",33.801627183333257,-118.325363861977136
1000376,HIT SHOOTING INCIDENT,12/27/2011 06:43:00 PM,29300 GOLDEN MEADOW DR,RANCHO PALOS VERDES,CA,90275,1735,"29300 GOLDEN MEADOW DR
RANCHO PALOS VERDES, CA 90275
(33.76871, -118.403184)",48,WHITE,Y,Y,N,Y,Y,N,N,,2,A-4,"FIREARM:  Perception shooting, Suspect actions and/or other info suggest suspect was armed, Firearm not seen/not recovered",33.76871,-118.403184
1000315,NON-HIT SHOOTING INCIDENT,10/03/2010 01:13:00 AM,8200 SANTA MONICA BOULEVARD,WEST HOLLYWOOD,CA,90046,0975,"8200 SANTA MONICA BOULEVARD
WEST HOLLYWOOD, CA 90046
(34.09075, -118.367162)",17,BLACK,N,N,N,N,N,N,N,,1,A-4,"FIREARM:  Perception shooting, Suspect actions and/or other info suggest suspect was armed, Firearm not seen/not recovered",34.09075,-118.367162
1000298,NON-HIT SHOOTING INCIDENT,05/10/2010 04:42:00 AM,5800 LAKEWOOD BOULEVARD,LAKEWOOD,CA,90712,1322,"5800 LAKEWOOD BOULEVARD
LAKEWOOD, CA 90712
(33.860311, -118.142409)",,HISPANIC,N,N,N,N,,,N,,1,A-3,"FIREARM:  Suspect may have been armed,  Deputy saw firearm but not recovered",33.860311,-118.142409
1000362,HIT SHOOTING INCIDENT,10/05/2011 10:50:00 PM,12900 GLENDA STREET,CERRITOS,CA,90703,2316,"12900 GLENDA STREET
CERRITOS, CA 90703
(33.872686, -118.057597)",26,BLACK,N,Y,Y,N,N,N,N,,1,C-1,STRUGGLE OVER DEPUTY WEAPON:  Suspect attempted to disarm deputy,33.872686,-118.057597
1000294,NON-HIT SHOOTING INCIDENT,04/02/2010 09:50:00 PM,800 S. MAYO STREET,COMPTON,CA,90221,2843,"800 S. MAYO STREET
COMPTON, CA 90221
(33.889609, -118.212193)",23,HISPANIC,N,N,N,N,,,Y,ALCOHOL,1,A-3,"FIREARM:  Suspect may have been armed,  Deputy saw firearm but not recovered",33.889609,-118.212193
1000518,HIT SHOOTING INCIDENT,03/13/2015 05:25:00 PM,900 WEST 43RD STREET,LOS ANGELES,CA,90037,0371,"900 WEST 43RD STREET
LOS ANGELES, CA 90037
(34.00549, -118.289087)",26,HISPANIC,N,Y,Y,N,Y,N,Y,OTHER/UNKNOWN,3,A-2,"FIREARM:  Suspect armed,  Suspect fired at deputy",34.00549,-118.289087
1000503,NON-HIT SHOOTING INCIDENT,02/02/2015 08:46:00 AM,OAKRIVER LANE AND  OAKHURST DRIVE,NEWHALL,CA,91321,0664,"OAKRIVER LANE AND OAKHURST DRIVE
NEWHALL, CA 91321
(34.37005299460936267905, -118.5081559767911472409)",30,WHITE,N,Y,N,N,Y,Y,N,,1,B-2,"WEAPON - OTHER:  Suspect armed, Suspect used weapon to assault deputy",34.370052994609363,-118.508155976791147
1000425,HIT SHOOTING INCIDENT,11/09/2012 10:12:00 AM,45900 DESERT SPRINGS ROAD,LANCASTER,CA,93534,0641,"45900 DESERT SPRINGS ROAD
LANCASTER, CA 93534
(34.716759, -118.147769)",60,WHITE,N,N,N,Y,N,N,N,,11,A-2,"FIREARM:  Suspect armed,  Suspect fired at deputy",34.716759,-118.147769
1000301,NON-HIT SHOOTING INCIDENT,06/05/2010 02:41:00 AM,4200 E. UNION PACIFIC AVE.,EAST LOS ANGELES,CA,90023,0278,"4200 E. UNION PACIFIC AVE.
EAST LOS ANGELES, CA 90023
(34.016546, -118.183704)",25,HISPANIC,N,N,N,N,N,Y,Y,ALCOHOL,1,B-2,"WEAPON - OTHER:  Suspect armed, Suspect used weapon to assault deputy",34.016546,-118.183704
